quote_date,item_id,p_mean,p_75,p_median,p_25,date,dateStata,dateISO,obs,year,month,quarter,_merge
201206,210414,1.9934646,2.5,2,1.5,293,01-06-2012,2012-06-01,113464,2012,6,2,matched (3)
201207,210414,2.0192308,2.5,2,1.35,294,01-07-2012,2012-07-01,112979,2012,7,3,matched (3)
201208,210414,1.9794697,2.5,2,1.39,295,01-08-2012,2012-08-01,113779,2012,8,3,matched (3)
201209,210414,1.9737302,2.5,2,1.49,296,01-09-2012,2012-09-01,113529,2012,9,3,matched (3)
201210,210414,2.0065179,2.5,2,1.35,297,01-10-2012,2012-10-01,113193,2012,10,4,matched (3)
201211,210414,1.9908475,2.5,2,1.35,298,01-11-2012,2012-11-01,112322,2012,11,4,matched (3)
201212,210414,2.0639131,2.5899999,2,1.35,299,01-12-2012,2012-12-01,112522,2012,12,4,matched (3)
201301,210414,2.0595,2.5899999,2,1.35,300,01-01-2013,2013-01-01,112470,2013,1,1,matched (3)
201302,210414,1.961236,2.5899999,2,1,301,01-02-2013,2013-02-01,108915,2013,2,1,matched (3)
201303,210414,1.8995789,2.5899999,1.75,1,302,01-03-2013,2013-03-01,112073,2013,3,1,matched (3)
201304,210414,2.0865307,2.7,2,1.35,303,01-04-2013,2013-04-01,111932,2013,4,2,matched (3)
201305,210414,2.0126595,2.5899999,2,1.35,304,01-05-2013,2013-05-01,112460,2013,5,2,matched (3)
201306,210414,2.0209999,2.5899999,2,1.35,305,01-06-2013,2013-06-01,113182,2013,6,2,matched (3)
201307,210414,1.9726415,2.5899999,1.975,1,306,01-07-2013,2013-07-01,110722,2013,7,3,matched (3)
201308,210414,1.9890178,2.5899999,2,1.175,307,01-08-2013,2013-08-01,111818,2013,8,3,matched (3)
201309,210414,2.1898291,2.7,2.25,1.5,308,01-09-2013,2013-09-01,111942,2013,9,3,matched (3)
201310,210414,2.0389655,2.5,1.95,1.47,309,01-10-2013,2013-10-01,112357,2013,10,4,matched (3)
201311,210414,2.096638,2.5450001,2,1.5,310,01-11-2013,2013-11-01,111887,2013,11,4,matched (3)
201312,210414,2.1086206,2.4949999,2,1.5,311,01-12-2013,2013-12-01,112786,2013,12,4,matched (3)
201401,210414,2.1312711,2.5899999,2,1.5,312,01-01-2014,2014-01-01,113219,2014,1,1,matched (3)
201402,210414,2.0843651,2.5899999,1.99,1.5,313,01-02-2014,2014-02-01,108434,2014,2,1,matched (3)
201403,210414,2.0344715,2.5799999,1.79,1.5,314,01-03-2014,2014-03-01,111378,2014,3,1,matched (3)
201404,210414,1.9645833,2.5,1.77,1.495,315,01-04-2014,2014-04-01,110845,2014,4,2,matched (3)
201405,210414,2.0705645,2.5,1.79,1.53,316,01-05-2014,2014-05-01,111915,2014,5,2,matched (3)
201406,210414,1.9385951,2.49,1.75,1.5,317,01-06-2014,2014-06-01,112673,2014,6,2,matched (3)
201407,210414,2.0214753,2.5,1.79,1.5,318,01-07-2014,2014-07-01,110263,2014,7,3,matched (3)
201408,210414,2.02952,2.48,1.79,1.5,319,01-08-2014,2014-08-01,111493,2014,8,3,matched (3)
201409,210414,2.028372,2.49,1.79,1.5,320,01-09-2014,2014-09-01,111704,2014,9,3,matched (3)
201410,210414,2.0361416,2.5,1.79,1.5,321,01-10-2014,2014-10-01,111105,2014,10,4,matched (3)
201411,210414,2.0309601,2.5,1.79,1.5,322,01-11-2014,2014-11-01,111793,2014,11,4,matched (3)
201412,210414,2.0687201,2.5,1.99,1.5,323,01-12-2014,2014-12-01,111959,2014,12,4,matched (3)
201501,210414,2.0221312,2.5,1.79,1.5,324,01-01-2015,2015-01-01,112492,2015,1,1,matched (3)
201502,210414,1.9895902,2.49,1.79,1.5,325,01-02-2015,2015-02-01,110362,2015,2,1,matched (3)
201503,210414,2.0511718,2.5,1.79,1.5,326,01-03-2015,2015-03-01,113759,2015,3,1,matched (3)
201504,210414,2.0086823,2.5,1.75,1.5,327,01-04-2015,2015-04-01,115935,2015,4,2,matched (3)
201505,210414,1.8907627,2,1.72,1.5,328,01-05-2015,2015-05-01,116093,2015,5,2,matched (3)
201506,210414,2.0074046,2.5,1.6900001,1.5,329,01-06-2015,2015-06-01,116584,2015,6,2,matched (3)
201507,210414,1.8649607,2.49,1.75,1.49,330,01-07-2015,2015-07-01,114886,2015,7,3,matched (3)
201508,210414,1.8301493,2,1.5599999,1.49,331,01-08-2015,2015-08-01,115736,2015,8,3,matched (3)
201509,210414,2.0274999,2.49,1.6900001,1.5,332,01-09-2015,2015-09-01,115298,2015,9,3,matched (3)
201510,210414,1.9887786,2.49,1.75,1.5,333,01-10-2015,2015-10-01,114195,2015,10,4,matched (3)
201511,210414,2.0249219,2.49,1.75,1.5,334,01-11-2015,2015-11-01,114300,2015,11,4,matched (3)
201512,210414,2.0239201,2.49,1.75,1.5,335,01-12-2015,2015-12-01,114817,2015,12,4,matched (3)
201601,210414,2.0394573,2.49,1.9299999,1.5,336,01-01-2016,2016-01-01,115217,2016,1,1,matched (3)
201602,210414,2.0341804,2.29,1.8399999,1.5,337,01-02-2016,2016-02-01,111438,2016,2,1,matched (3)
201603,210414,2.0538168,2.49,1.89,1.5599999,338,01-03-2016,2016-03-01,114522,2016,3,1,matched (3)
201604,210414,2.0020001,2.25,1.75,1.5,339,01-04-2016,2016-04-01,116360,2016,4,2,matched (3)
201605,210414,1.8349019,2,1.75,1.5,340,01-05-2016,2016-05-01,116741,2016,5,2,matched (3)
201606,210414,1.9925218,2.25,1.75,1.5,341,01-06-2016,2016-06-01,114788,2016,6,2,matched (3)
201607,210414,2.0212612,2.49,1.75,1.5,342,01-07-2016,2016-07-01,115033,2016,7,3,matched (3)
201608,210414,2.0039656,2.49,1.87,1.5,343,01-08-2016,2016-08-01,113719,2016,8,3,matched (3)
201609,210414,2.0491199,2.49,1.99,1.5,344,01-09-2016,2016-09-01,114318,2016,9,3,matched (3)
201610,210414,2.0398412,2.49,2,1.5,345,01-10-2016,2016-10-01,114629,2016,10,4,matched (3)
201611,210414,2.0250001,2.3899999,2,1.625,346,01-11-2016,2016-11-01,114503,2016,11,4,matched (3)
201612,210414,2.053983,2.49,2,1.6900001,347,01-12-2016,2016-12-01,115774,2016,12,4,matched (3)
201701,210414,2.0411112,2.47,2,1.59,348,01-01-2017,2017-01-01,115625,2017,1,1,matched (3)
201702,210414,1.9981395,2.24,2,1.59,349,01-02-2017,2017-02-01,114063,2017,2,1,matched (3)
201703,210414,1.9946826,2.24,1.89,1.59,350,01-03-2017,2017-03-01,115516,2017,3,1,matched (3)
201704,210414,2.006228,2.49,1.89,1.5,351,01-04-2017,2017-04-01,116889,2017,4,2,matched (3)
201705,210414,2.0205426,2.49,1.79,1.5,352,01-05-2017,2017-05-01,117233,2017,5,2,matched (3)
201706,210414,2.0042968,2.49,1.77,1.5,353,01-06-2017,2017-06-01,117390,2017,6,2,matched (3)
201707,210414,1.9145038,2.46,1.75,1.5,354,01-07-2017,2017-07-01,117692,2017,7,3,matched (3)
201708,210414,1.8647826,2,1.6900001,1.5,355,01-08-2017,2017-08-01,117018,2017,8,3,matched (3)
201709,210414,2.0068703,2.49,1.99,1.5,356,01-09-2017,2017-09-01,117013,2017,9,3,matched (3)
201710,210414,1.9999243,2.49,1.89,1.5,357,01-10-2017,2017-10-01,116488,2017,10,4,matched (3)
201711,210414,2.0430954,2.49,1.9400001,1.5,358,01-11-2017,2017-11-01,116285,2017,11,4,matched (3)
201712,210414,2.0986555,2.49,2,1.5,359,01-12-2017,2017-12-01,117146,2017,12,4,matched (3)
201801,210414,2.0614285,2.49,2,1.5,360,01-01-2018,2018-01-01,116458,2018,1,1,matched (3)
201802,210414,2.0951755,2.49,2,1.6,361,01-02-2018,2018-02-01,122581,2018,2,1,matched (3)
201803,210414,2.0694339,2.3499999,2,1.6,362,01-03-2018,2018-03-01,125211,2018,3,1,matched (3)
201804,210414,2.0862832,2.3900001,2,1.6,363,01-04-2018,2018-04-01,126219,2018,4,2,matched (3)
201805,210414,2.0745299,2.3900001,2,1.79,364,01-05-2018,2018-05-01,126941,2018,5,2,matched (3)
201806,210414,2.0966115,2.3900001,2,1.75,365,01-06-2018,2018-06-01,126695,2018,6,2,matched (3)
201807,210414,2.0896773,2.49,2,1.75,366,01-07-2018,2018-07-01,124520,2018,7,3,matched (3)
201808,210414,2.0825398,2.4000001,2,1.79,367,01-08-2018,2018-08-01,124079,2018,8,3,matched (3)
201809,210414,2.1371775,2.4349999,2,1.79,368,01-09-2018,2018-09-01,124265,2018,9,3,matched (3)
201810,210414,2.1934676,2.49,2,1.79,369,01-10-2018,2018-10-01,124191,2018,10,4,matched (3)
201811,210414,2.1654546,2.5,2,1.79,370,01-11-2018,2018-11-01,123289,2018,11,4,matched (3)
201812,210414,2.2482905,2.5,2,1.79,371,01-12-2018,2018-12-01,125381,2018,12,4,matched (3)
201901,210414,2.2735593,2.6500001,2,1.79,372,01-01-2019,2019-01-01,125531,2019,1,1,matched (3)
201902,210414,2.2017074,2.6500001,1.99,1.7,373,01-02-2019,2019-02-01,124018,2019,2,1,matched (3)
201903,210414,2.1903906,2.5,1.9400001,1.7,374,01-03-2019,2019-03-01,127885,2019,3,1,matched (3)
201904,210414,2.2014961,2.6500001,1.99,1.7,375,01-04-2019,2019-04-01,128853,2019,4,2,matched (3)
201905,210414,2.2017214,2.6500001,1.99,1.7,376,01-05-2019,2019-05-01,128682,2019,5,2,matched (3)
201906,210414,2.1836586,2.5,1.89,1.7,377,01-06-2019,2019-06-01,129075,2019,6,2,matched (3)
201907,210414,2.1205599,2,1.89,1.7,378,01-07-2019,2019-07-01,128486,2019,7,3,matched (3)
201908,210414,2.2091603,2.75,1.99,1.7,379,01-08-2019,2019-08-01,127479,2019,8,3,matched (3)
201909,210414,2.2111537,2.75,1.9400001,1.7,380,01-09-2019,2019-09-01,127702,2019,9,3,matched (3)
201910,210414,2.2083333,2.5,1.99,1.8,381,01-10-2019,2019-10-01,127514,2019,10,4,matched (3)
201911,210414,2.3106618,2.8,2,1.8,382,01-11-2019,2019-11-01,127910,2019,11,4,matched (3)
201912,210414,2.2962406,2.75,2,1.85,383,01-12-2019,2019-12-01,127767,2019,12,4,matched (3)
202001,210414,2.2187805,2.8499999,2,1.8,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202002,210414,2.1966386,2.6500001,2,1.8,385,01-02-2020,2020-02-01,126570,2020,2,1,matched (3)
202003,210414,2.4104238,3,2,1.89,386,01-03-2020,2020-03-01,118933,2020,3,1,matched (3)
202004,210414,2.4220481,2.75,2,1.89,387,01-04-2020,2020-04-01,74251,2020,4,2,matched (3)
202005,210414,2.3619418,2.6500001,2,1.8,388,01-05-2020,2020-05-01,85259,2020,5,2,matched (3)
202006,210414,2.3830554,2.6500001,2,1.8,389,01-06-2020,2020-06-01,94010,2020,6,2,matched (3)
202007,210414,2.2977877,3,2.1900001,1.8,390,01-07-2020,2020-07-01,102371,2020,7,3,matched (3)
202008,210414,2.4103253,3,2,1.99,391,01-08-2020,2020-08-01,112987,2020,8,3,matched (3)
202009,210414,2.5105555,3,2.5,1.99,392,01-09-2020,2020-09-01,116062,2020,9,3,matched (3)
202010,210414,2.5068033,3,2.1900001,1.99,393,01-10-2020,2020-10-01,116826,2020,10,4,matched (3)
202011,210414,2.5314286,3,2.5,2,394,01-11-2020,2020-11-01,82553,2020,11,4,matched (3)
202012,210414,2.52,3,2.4450002,1.995,395,01-12-2020,2020-12-01,94790,2020,12,4,matched (3)
202101,210414,2.4932075,3,2.1950002,1.8,396,01-01-2021,2021-01-01,94079,2021,1,1,matched (3)
202102,210414,2.4712844,3,2,1.8,397,01-02-2021,2021-02-01,98049,2021,2,1,matched (3)
202103,210414,2.480171,3,2,1.8,398,01-03-2021,2021-03-01,100972,2021,3,1,matched (3)
202104,210414,2.3990834,3,2,1.8499999,399,01-04-2021,2021-04-01,102092,2021,4,2,matched (3)
202105,210414,2.4925773,3,2.49,2,400,01-05-2021,2021-05-01,95210,2021,5,2,matched (3)
202106,210414,2.50125,3,2,1.99,401,01-06-2021,2021-06-01,109408,2021,6,2,matched (3)
202107,210414,2.4947286,3,2.1900001,1.99,402,01-07-2021,2021-07-01,122056,2021,7,3,matched (3)
202108,210414,2.5175385,3,2.5,1.99,403,01-08-2021,2021-08-01,123477,2021,8,3,matched (3)
202109,210414,2.5703759,3,2.5,1.99,404,01-09-2021,2021-09-01,122686,2021,9,3,matched (3)
202110,210414,2.6134958,3,2.5,1.99,405,01-10-2021,2021-10-01,123103,2021,10,4,matched (3)
202111,210414,2.425,3,2.5,1.99,406,01-11-2021,2021-11-01,123532,2021,11,4,matched (3)
202112,210414,2.6545455,3,2.5,2,407,01-12-2021,2021-12-01,123086,2021,12,4,matched (3)
202201,210414,2.6083076,3,2.5,1.99,408,01-01-2022,2022-01-01,123655,2022,1,1,matched (3)
202202,210414,2.6542187,3,2.5,2,409,01-02-2022,2022-02-01,121928,2022,2,1,matched (3)
202203,210414,2.6954348,3,2.7,2,410,01-03-2022,2022-03-01,125713,2022,3,1,matched (3)
202204,210414,2.5794263,3,2.75,2,411,01-04-2022,2022-04-01,127157,2022,4,2,matched (3)
202205,210414,2.6347108,3,2.6500001,2.1900001,412,01-05-2022,2022-05-01,127155,2022,5,2,matched (3)
202206,210414,2.6466401,3.2,2.5,2.2,413,01-06-2022,2022-06-01,127526,2022,6,2,matched (3)
202207,210414,2.7261403,3.2,2.6900001,2.29,414,01-07-2022,2022-07-01,127040,2022,7,3,matched (3)
202208,210414,2.7114615,3.2,2.6700001,2.25,415,01-08-2022,2022-08-01,125392,2022,8,3,matched (3)
202209,210414,2.7760742,3.2,2.6900001,2.25,416,01-09-2022,2022-09-01,125502,2022,9,3,matched (3)
202210,210414,2.7380469,3.2,2.6500001,2.25,417,01-10-2022,2022-10-01,125741,2022,10,4,matched (3)
198802,,,,,,1,01-02-1988,1988-02-01,51065,1988,2,1,using only (2)
198803,,,,,,2,01-03-1988,1988-03-01,49987,1988,3,1,using only (2)
198804,,,,,,3,01-04-1988,1988-04-01,51716,1988,4,2,using only (2)
198805,,,,,,4,01-05-1988,1988-05-01,51209,1988,5,2,using only (2)
198806,,,,,,5,01-06-1988,1988-06-01,51126,1988,6,2,using only (2)
198807,,,,,,6,01-07-1988,1988-07-01,50053,1988,7,3,using only (2)
198808,,,,,,7,01-08-1988,1988-08-01,0,1988,8,3,using only (2)
198809,,,,,,8,01-09-1988,1988-09-01,47264,1988,9,3,using only (2)
198810,,,,,,9,01-10-1988,1988-10-01,50282,1988,10,4,using only (2)
198811,,,,,,10,01-11-1988,1988-11-01,49281,1988,11,4,using only (2)
198812,,,,,,11,01-12-1988,1988-12-01,51813,1988,12,4,using only (2)
198901,,,,,,12,01-01-1989,1989-01-01,48551,1989,1,1,using only (2)
198902,,,,,,13,01-02-1989,1989-02-01,0,1989,2,1,using only (2)
198903,,,,,,14,01-03-1989,1989-03-01,57413,1989,3,1,using only (2)
198904,,,,,,15,01-04-1989,1989-04-01,20572,1989,4,2,using only (2)
198905,,,,,,16,01-05-1989,1989-05-01,57869,1989,5,2,using only (2)
198906,,,,,,17,01-06-1989,1989-06-01,58028,1989,6,2,using only (2)
198907,,,,,,18,01-07-1989,1989-07-01,56793,1989,7,3,using only (2)
198908,,,,,,19,01-08-1989,1989-08-01,55705,1989,8,3,using only (2)
198909,,,,,,20,01-09-1989,1989-09-01,56655,1989,9,3,using only (2)
198910,,,,,,21,01-10-1989,1989-10-01,55533,1989,10,4,using only (2)
198911,,,,,,22,01-11-1989,1989-11-01,57758,1989,11,4,using only (2)
198912,,,,,,23,01-12-1989,1989-12-01,54852,1989,12,4,using only (2)
199001,,,,,,24,01-01-1990,1990-01-01,54121,1990,1,1,using only (2)
199002,,,,,,25,01-02-1990,1990-02-01,60253,1990,2,1,using only (2)
199003,,,,,,26,01-03-1990,1990-03-01,60923,1990,3,1,using only (2)
199004,,,,,,27,01-04-1990,1990-04-01,60819,1990,4,2,using only (2)
199005,,,,,,28,01-05-1990,1990-05-01,61136,1990,5,2,using only (2)
199006,,,,,,29,01-06-1990,1990-06-01,62259,1990,6,2,using only (2)
199007,,,,,,30,01-07-1990,1990-07-01,59060,1990,7,3,using only (2)
199008,,,,,,31,01-08-1990,1990-08-01,60067,1990,8,3,using only (2)
199009,,,,,,32,01-09-1990,1990-09-01,61285,1990,9,3,using only (2)
199010,,,,,,33,01-10-1990,1990-10-01,62163,1990,10,4,using only (2)
199011,,,,,,34,01-11-1990,1990-11-01,65091,1990,11,4,using only (2)
199012,,,,,,35,01-12-1990,1990-12-01,63911,1990,12,4,using only (2)
199101,,,,,,36,01-01-1991,1991-01-01,57581,1991,1,1,using only (2)
199102,,,,,,37,01-02-1991,1991-02-01,68575,1991,2,1,using only (2)
199103,,,,,,38,01-03-1991,1991-03-01,71151,1991,3,1,using only (2)
199104,,,,,,39,01-04-1991,1991-04-01,72853,1991,4,2,using only (2)
199105,,,,,,40,01-05-1991,1991-05-01,74482,1991,5,2,using only (2)
199106,,,,,,41,01-06-1991,1991-06-01,77477,1991,6,2,using only (2)
199107,,,,,,42,01-07-1991,1991-07-01,78589,1991,7,3,using only (2)
199108,,,,,,43,01-08-1991,1991-08-01,77622,1991,8,3,using only (2)
199109,,,,,,44,01-09-1991,1991-09-01,84335,1991,9,3,using only (2)
199110,,,,,,45,01-10-1991,1991-10-01,87414,1991,10,4,using only (2)
199111,,,,,,46,01-11-1991,1991-11-01,92291,1991,11,4,using only (2)
199112,,,,,,47,01-12-1991,1991-12-01,94958,1991,12,4,using only (2)
199201,,,,,,48,01-01-1992,1992-01-01,90912,1992,1,1,using only (2)
