quote_date,item_id,p_mean,p_75,p_median,p_25,date,dateStata,dateISO,obs,year,month,quarter,_merge
200706,211014,4.2122002,4.9000001,4.1949997,3.51,233,01-06-2007,2007-06-01,104456,2007,6,2,matched (3)
200707,211014,4.2026315,4.9000001,4.1799998,3.51,234,01-07-2007,2007-07-01,103584,2007,7,3,matched (3)
200708,211014,4.1303587,4.8899999,4.1700001,3.4100001,235,01-08-2007,2007-08-01,103198,2007,8,3,matched (3)
200709,211014,4.1658826,4.98,4.1999998,3.4100001,236,01-09-2007,2007-09-01,103769,2007,9,3,matched (3)
200710,211014,4.1911197,4.98,4.3000002,3.48,237,01-10-2007,2007-10-01,105114,2007,10,4,matched (3)
200711,211014,4.1730194,4.98,4.3600001,3.3099999,238,01-11-2007,2007-11-01,107436,2007,11,4,matched (3)
200712,211014,4.2001567,4.9899998,4.3800001,3.4100001,239,01-12-2007,2007-12-01,107286,2007,12,4,matched (3)
200801,211014,4.2367859,5,4.3800001,3.45,240,01-01-2008,2008-01-01,102691,2008,1,1,matched (3)
200802,211014,4.1991568,5,4.29,3.29,241,01-02-2008,2008-02-01,100511,2008,2,1,matched (3)
200803,211014,4.2156925,5.1000004,4.3800001,3.24,242,01-03-2008,2008-03-01,105118,2008,3,1,matched (3)
200804,211014,4.3209767,5.1700001,4.3899999,3.3099999,243,01-04-2008,2008-04-01,99887,2008,4,2,matched (3)
200805,211014,4.4600787,5.3899999,4.3899999,3.6099999,244,01-05-2008,2008-05-01,100583,2008,5,2,matched (3)
200806,211014,4.4983077,5.4949999,4.3899999,3.73,245,01-06-2008,2008-06-01,101446,2008,6,2,matched (3)
200807,211014,4.6015539,5.5,4.4000001,3.73,246,01-07-2008,2008-07-01,102214,2008,7,3,matched (3)
200808,211014,4.7447367,5.5,4.5999999,4.0100002,247,01-08-2008,2008-08-01,102314,2008,8,3,matched (3)
200809,211014,4.7181301,5.54,4.7399998,3.95,248,01-09-2008,2008-09-01,102828,2008,9,3,matched (3)
200810,211014,4.7652822,5.71,4.8200002,3.97,249,01-10-2008,2008-10-01,103994,2008,10,4,matched (3)
200811,211014,4.8318071,5.73,4.9299998,4.1500001,250,01-11-2008,2008-11-01,104756,2008,11,4,matched (3)
200812,211014,4.7381744,5.7049999,4.8200002,3.9450002,251,01-12-2008,2008-12-01,101854,2008,12,4,matched (3)
200901,211014,4.8511906,5.8000002,4.9700003,4.0650001,252,01-01-2009,2009-01-01,98184,2009,1,1,matched (3)
200902,211014,4.9407597,5.8499999,4.9899998,4.1799998,253,01-02-2009,2009-02-01,91764,2009,2,1,matched (3)
200903,211014,4.9017005,5.8000002,4.9899998,3.96,254,01-03-2009,2009-03-01,97144,2009,3,1,matched (3)
200904,211014,4.8360629,5.77,4.9899998,3.9200001,255,01-04-2009,2009-04-01,99211,2009,4,2,matched (3)
200905,211014,4.9439845,5.8800001,5.04,4.1549997,256,01-05-2009,2009-05-01,100141,2009,5,2,matched (3)
200906,211014,4.9748769,5.9400001,5.04,4.1499996,257,01-06-2009,2009-06-01,99984,2009,6,2,matched (3)
200907,211014,4.9562902,5.9449997,5.04,4.1900001,258,01-07-2009,2009-07-01,100430,2009,7,3,matched (3)
200908,211014,4.9380002,5.9300003,5,4.145,259,01-08-2009,2009-08-01,101010,2009,8,3,matched (3)
200909,211014,4.9675503,5.9000001,5,4.1900001,260,01-09-2009,2009-09-01,102020,2009,9,3,matched (3)
200910,211014,4.8773046,5.9099998,5,4.1199999,261,01-10-2009,2009-10-01,102962,2009,10,4,matched (3)
200911,211014,4.8718219,5.9200001,5,3.9200001,262,01-11-2009,2009-11-01,104223,2009,11,4,matched (3)
200912,211014,4.926846,5.9250002,5,4.1300001,263,01-12-2009,2009-12-01,105319,2009,12,4,matched (3)
201001,211014,4.8625002,5.9250002,5,4.1199999,264,01-01-2010,2010-01-01,101545,2010,1,1,matched (3)
201002,211014,4.813724,5.8499999,4.9899998,4.0599999,265,01-02-2010,2010-02-01,97889,2010,2,1,matched (3)
201003,211014,4.7854252,5.7199998,4.9000001,4.1199999,266,01-03-2010,2010-03-01,102189,2010,3,1,matched (3)
201004,211014,4.7706428,5.73,4.8499999,3.99,267,01-04-2010,2010-04-01,104566,2010,4,2,matched (3)
201005,211014,4.7976284,5.73,4.8499999,4.1900001,268,01-05-2010,2010-05-01,105655,2010,5,2,matched (3)
201006,211014,4.8238173,5.8800001,4.8499999,4.0700002,269,01-06-2010,2010-06-01,106532,2010,6,2,matched (3)
201007,211014,4.8115654,5.9000001,4.8499999,4.1799998,270,01-07-2010,2010-07-01,107229,2010,7,3,matched (3)
201008,211014,4.825635,5.8499999,4.8299999,4.1800003,271,01-08-2010,2010-08-01,108091,2010,8,3,matched (3)
201009,211014,4.81564,5.8800001,4.8200002,4,272,01-09-2010,2010-09-01,108500,2010,9,3,matched (3)
201010,211014,4.8819199,5.98,4.8200002,4.1900001,273,01-10-2010,2010-10-01,109466,2010,10,4,matched (3)
201011,211014,4.8897648,5.98,4.8200002,4.1799998,274,01-11-2010,2010-11-01,109784,2010,11,4,matched (3)
201012,211014,4.8985658,5.98,4.8499999,4.1900001,275,01-12-2010,2010-12-01,110303,2010,12,4,matched (3)
201101,211014,4.9151564,5.9899998,4.8450003,4.2550001,276,01-01-2011,2011-01-01,107592,2011,1,1,matched (3)
201102,211014,4.9856176,5.9899998,4.8499999,4.3400002,277,01-02-2011,2011-02-01,107243,2011,2,1,matched (3)
201103,211014,4.8961153,5.98,4.9699998,3.8600001,278,01-03-2011,2011-03-01,111703,2011,3,1,matched (3)
201104,211014,5.0127602,6.1599998,5.04,4.3400002,279,01-04-2011,2011-04-01,110135,2011,4,2,matched (3)
201105,211014,5.0243921,6.1799998,5.0300002,4.3400002,280,01-05-2011,2011-05-01,110905,2011,5,2,matched (3)
201106,211014,5.096797,6.1899996,5.04,4.3400002,281,01-06-2011,2011-06-01,110923,2011,6,2,matched (3)
201107,211014,5.0802345,6.2249999,5.04,3.9400001,282,01-07-2011,2011-07-01,110938,2011,7,3,matched (3)
201108,211014,5.0600777,6.2800002,5.04,3.9200001,283,01-08-2011,2011-08-01,111624,2011,8,3,matched (3)
201109,211014,5.0927653,6.3200002,5.0349998,4.27,284,01-09-2011,2011-09-01,112468,2011,9,3,matched (3)
201110,211014,5.0173178,6.1799998,4.9899998,3.72,285,01-10-2011,2011-10-01,112689,2011,10,4,matched (3)
201111,211014,5.140512,6.2800002,4.9949999,4.3400002,286,01-11-2011,2011-11-01,112558,2011,11,4,matched (3)
201112,211014,5.1028042,6.3499999,5.02,4.3400002,287,01-12-2011,2011-12-01,113770,2011,12,4,matched (3)
201201,211014,5.1691222,6.3499999,5.0349998,4.3400002,288,01-01-2012,2012-01-01,112915,2012,1,1,matched (3)
201202,211014,5.3307724,6.5999999,5.2600002,4.3600001,289,01-02-2012,2012-02-01,109908,2012,2,1,matched (3)
201203,211014,5.2121291,6.5900002,5.2600002,3.9300001,290,01-03-2012,2012-03-01,112591,2012,3,1,matched (3)
201204,211014,5.2843361,6.5900002,5.2849998,4.0799999,291,01-04-2012,2012-04-01,111722,2012,4,2,matched (3)
201205,211014,5.2333074,6.5799999,5.2600002,3.96,292,01-05-2012,2012-05-01,112977,2012,5,2,matched (3)
201206,211014,5.2397265,6.5,5.2600002,3.9000001,293,01-06-2012,2012-06-01,113464,2012,6,2,matched (3)
201207,211014,5.2942743,6.5,5.27,4.0799999,294,01-07-2012,2012-07-01,112979,2012,7,3,matched (3)
201208,211014,5.2701936,6.5799999,5.2750001,4.0799999,295,01-08-2012,2012-08-01,113779,2012,8,3,matched (3)
201209,211014,5.2564502,6.5799999,5.2600002,3.96,296,01-09-2012,2012-09-01,113529,2012,9,3,matched (3)
201210,211014,5.3325286,6.5799999,5.29,4.1700001,297,01-10-2012,2012-10-01,113193,2012,10,4,matched (3)
201211,211014,5.3739696,6.5900002,5.2650003,4.3800001,298,01-11-2012,2012-11-01,112322,2012,11,4,matched (3)
201212,211014,5.4385171,6.75,5.3000002,4.3800001,299,01-12-2012,2012-12-01,112522,2012,12,4,matched (3)
201301,211014,5.5215969,6.6199999,5.5,4.3800001,300,01-01-2013,2013-01-01,112470,2013,1,1,matched (3)
201302,211014,5.4822521,6.7800002,5.4449997,4.3800001,301,01-02-2013,2013-02-01,108915,2013,2,1,matched (3)
201303,211014,5.385963,6.7800002,5.29,3.9400001,302,01-03-2013,2013-03-01,112073,2013,3,1,matched (3)
201304,211014,5.5215788,6.8499999,5.2950001,4.3800001,303,01-04-2013,2013-04-01,111932,2013,4,2,matched (3)
201305,211014,5.6135039,6.9200001,5.5100002,4.3800001,304,01-05-2013,2013-05-01,112460,2013,5,2,matched (3)
201306,211014,5.5947709,6.9000001,5.5100002,4.4000001,305,01-06-2013,2013-06-01,113182,2013,6,2,matched (3)
201307,211014,5.7226,6.9000001,5.5700002,4.4099998,306,01-07-2013,2013-07-01,110722,2013,7,3,matched (3)
201308,211014,5.6124601,6.77,5.5,4.4099998,307,01-08-2013,2013-08-01,111818,2013,8,3,matched (3)
201309,211014,5.5656199,6.79,5.3000002,4.4099998,308,01-09-2013,2013-09-01,111942,2013,9,3,matched (3)
201310,211014,5.6500378,6.8899999,5.4899998,4.4099998,309,01-10-2013,2013-10-01,112357,2013,10,4,matched (3)
201311,211014,5.7043128,6.9499998,5.4849997,4.4099998,310,01-11-2013,2013-11-01,111887,2013,11,4,matched (3)
201312,211014,5.7039261,6.9699998,5.4400001,4.4099998,311,01-12-2013,2013-12-01,112786,2013,12,4,matched (3)
201401,211014,5.6361027,6.96,5.29,4.4099998,312,01-01-2014,2014-01-01,113219,2014,1,1,matched (3)
201402,211014,5.7668777,6.9899998,5.5700002,4.4099998,313,01-02-2014,2014-02-01,108434,2014,2,1,matched (3)
201403,211014,5.7193871,6.9499998,5.5100002,4.4099998,314,01-03-2014,2014-03-01,111378,2014,3,1,matched (3)
201404,211014,5.6591506,6.9699998,5.5100002,4.3899999,315,01-04-2014,2014-04-01,110845,2014,4,2,matched (3)
201405,211014,5.7077565,6.9499998,5.6199999,4.48,316,01-05-2014,2014-05-01,111915,2014,5,2,matched (3)
201406,211014,5.6408677,6.9400001,5.4899998,4.4099998,317,01-06-2014,2014-06-01,112673,2014,6,2,matched (3)
201407,211014,5.6757197,6.98,5.6199999,4.4099998,318,01-07-2014,2014-07-01,110263,2014,7,3,matched (3)
201408,211014,5.6060987,6.96,5.5050001,4.1350002,319,01-08-2014,2014-08-01,111493,2014,8,3,matched (3)
201409,211014,5.6306958,6.9699998,5.48,4.4099998,320,01-09-2014,2014-09-01,111704,2014,9,3,matched (3)
201410,211014,5.745564,6.9899998,5.6199999,4.4099998,321,01-10-2014,2014-10-01,111105,2014,10,4,matched (3)
201411,211014,5.6661196,6.9949999,5.5100002,4.1900001,322,01-11-2014,2014-11-01,111793,2014,11,4,matched (3)
201412,211014,5.6807089,7,5.5100002,4.3850002,323,01-12-2014,2014-12-01,111959,2014,12,4,matched (3)
201501,211014,5.6430655,6.9899998,5.48,4.4000001,324,01-01-2015,2015-01-01,112492,2015,1,1,matched (3)
201502,211014,5.6272016,6.9949999,5.4849997,4.4099998,325,01-02-2015,2015-02-01,110362,2015,2,1,matched (3)
201503,211014,5.544591,6.9899998,5.4200001,4.1900001,326,01-03-2015,2015-03-01,113759,2015,3,1,matched (3)
201504,211014,5.5948563,7,5.355,4.3800001,327,01-04-2015,2015-04-01,115935,2015,4,2,matched (3)
201505,211014,5.6651292,7,5.5100002,4.4099998,328,01-05-2015,2015-05-01,116093,2015,5,2,matched (3)
201506,211014,5.5417204,6.9899998,5.29,4.3600001,329,01-06-2015,2015-06-01,116584,2015,6,2,matched (3)
201507,211014,5.6378655,7.0599999,5.5100002,4.1700001,330,01-07-2015,2015-07-01,114886,2015,7,3,matched (3)
201508,211014,5.6996899,7.04,5.6199999,4.3800001,331,01-08-2015,2015-08-01,115736,2015,8,3,matched (3)
201509,211014,5.5961766,7.0150003,5.48,4.1700001,332,01-09-2015,2015-09-01,115298,2015,9,3,matched (3)
201510,211014,5.567276,7.1999998,5.5100002,3.74,333,01-10-2015,2015-10-01,114195,2015,10,4,matched (3)
201511,211014,5.6047082,7.25,5.5999999,4.1599998,334,01-11-2015,2015-11-01,114300,2015,11,4,matched (3)
201512,211014,5.5197835,7.0599999,5.4000001,4.1599998,335,01-12-2015,2015-12-01,114817,2015,12,4,matched (3)
201601,211014,5.4978909,7.25,5.29,3.52,336,01-01-2016,2016-01-01,115217,2016,1,1,matched (3)
201602,211014,5.3985128,6.9899998,5.0700002,3.52,337,01-02-2016,2016-02-01,111438,2016,2,1,matched (3)
201603,211014,5.2950888,6.9899998,5.0700002,3.3099999,338,01-03-2016,2016-03-01,114522,2016,3,1,matched (3)
201604,211014,5.3690357,6.9899998,5.0700002,3.5,339,01-04-2016,2016-04-01,116360,2016,4,2,matched (3)
201605,211014,5.3593841,6.9899998,5.0700002,3.5,340,01-05-2016,2016-05-01,116741,2016,5,2,matched (3)
201606,211014,5.4265232,6.9949999,5.5,3.395,341,01-06-2016,2016-06-01,114788,2016,6,2,matched (3)
201607,211014,5.4023714,6.9899998,5.4299998,3.5,342,01-07-2016,2016-07-01,115033,2016,7,3,matched (3)
201608,211014,5.4690733,6.9899998,5.5,3.5,343,01-08-2016,2016-08-01,113719,2016,8,3,matched (3)
201609,211014,5.5347409,7.2800002,5.605,3.5,344,01-09-2016,2016-09-01,114318,2016,9,3,matched (3)
201610,211014,5.4639096,7.2800002,5.46,3.3099999,345,01-10-2016,2016-10-01,114629,2016,10,4,matched (3)
201611,211014,5.5408516,7.4000001,5.6999998,3.3099999,346,01-11-2016,2016-11-01,114503,2016,11,4,matched (3)
201612,211014,5.6493511,7.4699998,5.8500004,3.5,347,01-12-2016,2016-12-01,115774,2016,12,4,matched (3)
201701,211014,5.5567393,7.3600001,5.5600004,3.5,348,01-01-2017,2017-01-01,115625,2017,1,1,matched (3)
201702,211014,5.5148106,7.48,5.3699999,3.52,349,01-02-2017,2017-02-01,114063,2017,2,1,matched (3)
201703,211014,5.5174723,7.48,5.0700002,3.72,350,01-03-2017,2017-03-01,115516,2017,3,1,matched (3)
201704,211014,5.4211068,7.2800002,5,3.3099999,351,01-04-2017,2017-04-01,116889,2017,4,2,matched (3)
201705,211014,5.5585456,7.4899998,5.3099999,3.3099999,352,01-05-2017,2017-05-01,117233,2017,5,2,matched (3)
201706,211014,5.5595522,7.48,5.0700002,3.72,353,01-06-2017,2017-06-01,117390,2017,6,2,matched (3)
201707,211014,5.6067405,7.48,5.3699999,3.72,354,01-07-2017,2017-07-01,117692,2017,7,3,matched (3)
201708,211014,5.5918384,7.2849998,5.5050001,3.7350001,355,01-08-2017,2017-08-01,117018,2017,8,3,matched (3)
201709,211014,5.6169143,7.48,5.1999998,3.72,356,01-09-2017,2017-09-01,117013,2017,9,3,matched (3)
201710,211014,5.5607038,7.2800002,5.3599997,3.75,357,01-10-2017,2017-10-01,116488,2017,10,4,matched (3)
201711,211014,5.6186347,7.4899998,5.0700002,3.75,358,01-11-2017,2017-11-01,116285,2017,11,4,matched (3)
201712,211014,5.7446742,7.6900001,5.6999998,3.75,359,01-12-2017,2017-12-01,117146,2017,12,4,matched (3)
201801,211014,5.7985826,7.6900001,5.6999998,3.75,360,01-01-2018,2018-01-01,116458,2018,1,1,matched (3)
201802,211014,5.6727343,7.48,5.4949999,3.75,361,01-02-2018,2018-02-01,122581,2018,2,1,matched (3)
201803,211014,5.6790943,7.3899999,5.2800002,3.75,362,01-03-2018,2018-03-01,125211,2018,3,1,matched (3)
201804,211014,5.6205206,7.5,5.0700002,3.72,363,01-04-2018,2018-04-01,126219,2018,4,2,matched (3)
201805,211014,5.5865469,7.6900001,5.0700002,3.6300001,364,01-05-2018,2018-05-01,126941,2018,5,2,matched (3)
201806,211014,5.6383944,7.7199998,5.0700002,3.6400001,365,01-06-2018,2018-06-01,126695,2018,6,2,matched (3)
201807,211014,5.6905818,7.8000002,5.29,3.72,366,01-07-2018,2018-07-01,124520,2018,7,3,matched (3)
201808,211014,5.5375767,7.4949999,5.0700002,3.74,367,01-08-2018,2018-08-01,124079,2018,8,3,matched (3)
201809,211014,5.5934057,7.7950001,5.0700002,3.6300001,368,01-09-2018,2018-09-01,124265,2018,9,3,matched (3)
201810,211014,5.6933084,7.8000002,5.3400002,3.74,369,01-10-2018,2018-10-01,124191,2018,10,4,matched (3)
201811,211014,5.5876923,7.5,5.1100001,3.6400001,370,01-11-2018,2018-11-01,123289,2018,11,4,matched (3)
201812,211014,5.6040382,7.5500002,5.0749998,3.72,371,01-12-2018,2018-12-01,125381,2018,12,4,matched (3)
201901,211014,5.7879243,7.9000001,5.5,3.74,372,01-01-2019,2019-01-01,125531,2019,1,1,matched (3)
201902,211014,5.743722,7.9000001,5.4049997,3.74,373,01-02-2019,2019-02-01,124018,2019,2,1,matched (3)
201903,211014,5.7143397,7.8099999,5.3400002,3.6400001,374,01-03-2019,2019-03-01,127885,2019,3,1,matched (3)
201904,211014,5.7565827,7.8099999,5.0749998,3.75,375,01-04-2019,2019-04-01,128853,2019,4,2,matched (3)
201905,211014,5.7819424,7.8000002,5.0749998,3.75,376,01-05-2019,2019-05-01,128682,2019,5,2,matched (3)
201906,211014,5.7301826,7.9000001,5.1099997,3.6700001,377,01-06-2019,2019-06-01,129075,2019,6,2,matched (3)
201907,211014,5.7891941,7.9099998,5.5,3.72,378,01-07-2019,2019-07-01,128486,2019,7,3,matched (3)
201908,211014,5.7695618,7.9099998,5.145,3.72,379,01-08-2019,2019-08-01,127479,2019,8,3,matched (3)
201909,211014,5.7589169,7.8099999,5.0700002,3.6400001,380,01-09-2019,2019-09-01,127702,2019,9,3,matched (3)
201910,211014,5.7163982,7.5,5.1399999,3.6400001,381,01-10-2019,2019-10-01,127514,2019,10,4,matched (3)
201911,211014,5.7402282,7.79,5.3400002,3.3900001,382,01-11-2019,2019-11-01,127910,2019,11,4,matched (3)
201912,211014,5.7873912,7.8599997,5.4949999,3.73,383,01-12-2019,2019-12-01,127767,2019,12,4,matched (3)
202001,211014,5.8560071,7.9899998,5.5,3.74,384,01-01-2020,2020-01-01,127661,2020,1,1,matched (3)
202002,211014,5.7918353,7.6399999,5.1399999,3.72,385,01-02-2020,2020-02-01,126570,2020,2,1,matched (3)
202003,211014,6.101531,8.0500002,6,4.0700002,386,01-03-2020,2020-03-01,118933,2020,3,1,matched (3)
202004,211014,5.5503602,7.5,5.0700002,3.72,387,01-04-2020,2020-04-01,74251,2020,4,2,matched (3)
202005,211014,5.627914,7.48,5,3.75,388,01-05-2020,2020-05-01,85259,2020,5,2,matched (3)
202006,211014,5.7167935,7.5,5,3.72,389,01-06-2020,2020-06-01,94010,2020,6,2,matched (3)
202007,211014,5.8625002,7.5,5.4549999,3.75,390,01-07-2020,2020-07-01,102371,2020,7,3,matched (3)
202008,211014,6.0780687,7.9899998,6,3.6400001,391,01-08-2020,2020-08-01,112987,2020,8,3,matched (3)
202009,211014,6.0829754,7.9899998,5.9699998,3.75,392,01-09-2020,2020-09-01,116062,2020,9,3,matched (3)
202010,211014,6.0208297,8,5.5,3.6600001,393,01-10-2020,2020-10-01,116826,2020,10,4,matched (3)
202011,211014,6.1585517,8.29,5.9899998,3.6600001,394,01-11-2020,2020-11-01,82553,2020,11,4,matched (3)
202012,211014,6.2744255,8.5,6,4.1900001,395,01-12-2020,2020-12-01,94790,2020,12,4,matched (3)
202101,211014,6.1001501,8.2749996,5.8800001,3.9549999,396,01-01-2021,2021-01-01,94079,2021,1,1,matched (3)
202102,211014,6.1245894,8.2700005,5.8800001,4.1900001,397,01-02-2021,2021-02-01,98049,2021,2,1,matched (3)
202103,211014,6.1229334,8,5.8800001,4.1900001,398,01-03-2021,2021-03-01,100972,2021,3,1,matched (3)
202104,211014,5.9450665,7.5,5.8299999,4.1900001,399,01-04-2021,2021-04-01,102092,2021,4,2,matched (3)
202105,211014,6.2939897,8.3699999,5.9949999,4.4099998,400,01-05-2021,2021-05-01,95210,2021,5,2,matched (3)
202106,211014,6.1372972,7.9899998,5.875,4.4099998,401,01-06-2021,2021-06-01,109408,2021,6,2,matched (3)
202107,211014,6.1181369,8,5.7399998,3.96,402,01-07-2021,2021-07-01,122056,2021,7,3,matched (3)
202108,211014,6.0770259,7.75,5.8800001,4.3800001,403,01-08-2021,2021-08-01,123477,2021,8,3,matched (3)
202109,211014,6.2321482,8.1300001,5.9349999,4.3000002,404,01-09-2021,2021-09-01,122686,2021,9,3,matched (3)
202110,211014,6.3070941,8.25,5.9899998,4.3800001,405,01-10-2021,2021-10-01,123103,2021,10,4,matched (3)
202111,211014,6.2116103,7.98,5.9899998,4.23,406,01-11-2021,2021-11-01,123532,2021,11,4,matched (3)
202112,211014,6.2576046,8.25,5.8699999,3.96,407,01-12-2021,2021-12-01,123086,2021,12,4,matched (3)
202201,211014,6.3114605,8.3299999,5.8699999,4.0700002,408,01-01-2022,2022-01-01,123655,2022,1,1,matched (3)
202202,211014,6.2968044,8.29,5.6799998,4.1500001,409,01-02-2022,2022-02-01,121928,2022,2,1,matched (3)
202203,211014,6.3200369,8.2399998,5.79,4.0700002,410,01-03-2022,2022-03-01,125713,2022,3,1,matched (3)
202204,211014,6.2917776,8.25,5.9749999,4.0700002,411,01-04-2022,2022-04-01,127157,2022,4,2,matched (3)
202205,211014,6.3839607,8,6.0999999,3.75,412,01-05-2022,2022-05-01,127155,2022,5,2,matched (3)
202206,211014,6.7464705,8.75,6.5900002,4.4099998,413,01-06-2022,2022-06-01,127526,2022,6,2,matched (3)
202207,211014,6.6407752,8.75,6.0999999,4.3000002,414,01-07-2022,2022-07-01,127040,2022,7,3,matched (3)
202208,211014,6.8270454,8.7600002,6.0999999,4.4099998,415,01-08-2022,2022-08-01,125392,2022,8,3,matched (3)
202209,211014,6.8146124,8.75,6.0999999,4.4099998,416,01-09-2022,2022-09-01,125502,2022,9,3,matched (3)
202210,211014,6.6816669,8.4499998,5.9749999,4.4099998,417,01-10-2022,2022-10-01,125741,2022,10,4,matched (3)
198808,,,,,,7,01-08-1988,1988-08-01,0,1988,8,3,using only (2)
198902,,,,,,13,01-02-1989,1989-02-01,0,1989,2,1,using only (2)
199901,,,,,,132,01-01-1999,1999-01-01,76829,1999,1,1,using only (2)
