item,meanprice,p_75,p_median,p_25,date
211014,3.9982157,4.8099999,3.99,3.4000001,01/07/2006
210808,7.4576654,8.5,7.0799999,5.9299998,01/07/2006
211007,1.6096638,1.79,1.55,1.48,01/08/2006
210808,7.6392365,9.0799999,7.1599998,5.9400001,01/08/2006
210703,5.2989178,5.6999998,5.02,4.8000002,01/08/2006
211014,4.0181451,4.8400002,3.99,3.395,01/08/2006
210802,6.3220921,7.3400002,6.1199999,5.4499998,01/08/2006
210403,4.8952346,5.7800002,4.5599999,4.2449999,01/08/2006
210414,1.3991743,1.79,1,0.99000001,01/08/2006
210406,10.412622,11.525,9.9799995,8.8099995,01/08/2006
210802,6.3063178,7.29,6.0999999,5.4699998,01/09/2006
210703,5.3809733,5.8000002,5.1149998,4.96,01/09/2006
210414,1.360283,1.79,1,0.99000001,01/09/2006
210808,7.4661598,8.5,7.0799999,5.96,01/09/2006
211007,1.59424,1.79,1.55,1.45,01/09/2006
211014,4.0399218,4.8299999,4.1300001,3.4000001,01/09/2006
210406,10.330681,11.27,9.8900003,8.9799995,01/09/2006
210403,4.8955894,5.7800002,4.5599999,4.29,01/09/2006
210802,6.4415612,7.29,6.1599998,5.5,01/10/2006
210808,7.5601144,8.6000004,7.2349997,6.0599999,01/10/2006
210414,1.4054054,1.79,1.15,0.99000001,01/10/2006
210406,10.54525,11.68,9.9799995,8.9799995,01/10/2006
210403,4.9454103,5.7800002,4.6100001,4.3199997,01/10/2006
211007,1.488871,1.64,1.48,1.23,01/10/2006
210703,5.3790746,5.6999998,5.0799999,4.98,01/10/2006
211014,4.0942521,4.8400002,4.1599998,3.53,01/10/2006
211007,1.5594068,1.79,1.505,1.39,01/11/2006
210808,7.7111788,8.9499998,7.25,6.1300001,01/11/2006
210703,5.3682251,5.6799998,5.0500002,4.8299999,01/11/2006
210406,10.173416,11.27,9.21,8.5550003,01/11/2006
210802,6.4692373,7.3600001,6.1750002,5.5,01/11/2006
210414,1.3943925,1.79,1.1900001,0.99000001,01/11/2006
210403,4.8858051,5.7800002,4.5900002,4.3499999,01/11/2006
211014,4.0665779,4.8200002,4.1599998,3.48,01/11/2006
210802,6.5777874,7.4699998,6.5700002,5.5900002,01/12/2006
210703,5.3675218,5.6799998,5.0500002,4.96,01/12/2006
211007,1.5608,1.79,1.49,1.39,01/12/2006
211014,4.1230769,4.8299999,4.165,3.5599999,01/12/2006
210808,7.6426334,8.6000004,7.1599998,6,01/12/2006
210414,1.3576924,1.6900001,1.025,0.99000001,01/12/2006
210406,10.445306,11.8,9.9899998,8.9799995,01/12/2006
210403,4.9836984,5.7800002,4.6300001,4.3800001,01/12/2006
210406,10.594628,11.55,9.9899998,8.9799995,01/01/2007
210403,5.0073915,5.7800002,4.6500001,4.3800001,01/01/2007
210414,1.3594117,1.75,1.025,0.99000001,01/01/2007
210808,7.6771765,8.6000004,7.25,6.1500001,01/01/2007
211007,1.5642372,1.79,1.49,1.39,01/01/2007
210703,5.3827724,5.7650003,5.0550003,4.98,01/01/2007
211014,4.1170082,4.8499999,4.1599998,3.49,01/01/2007
210802,6.5498314,7.3099999,6.4899998,5.5900002,01/01/2007
210808,7.5758433,8.6000004,7.1599998,5.9899998,01/02/2007
210406,10.278578,11.610001,9.8999996,8.9799995,01/02/2007
210802,6.4103894,7.29,6.2399998,5.4899998,01/02/2007
211014,4.1612196,4.8499999,4.1700001,3.5,01/02/2007
211007,1.5485437,1.85,1.55,1.1799999,01/02/2007
210403,4.9597254,5.7800002,4.6100001,4.3800001,01/02/2007
210414,1.3863107,1.79,1,0.99000001,01/02/2007
210703,5.3273025,5.71,5.0500002,4.96,01/02/2007
210406,10.613388,11.8,9.9250002,8.9799995,01/03/2007
210703,5.3465919,5.8000002,5.1799998,4.96,01/03/2007
210808,7.5897708,8.6000004,7.1599998,6.0799999,01/03/2007
210802,6.5215983,7.3000002,6.52,5.5900002,01/03/2007
210414,1.3966355,1.79,1,1,01/03/2007
211014,4.1948209,4.8499999,4.1900001,3.5,01/03/2007
211007,1.5856863,1.85,1.6900001,1.2,01/03/2007
210403,4.9974618,5.7800002,4.6300001,4.3800001,01/03/2007
210403,5.0072656,5.7800002,4.6300001,4.3800001,01/04/2007
211014,4.1894379,4.8499999,4.1700001,3.53,01/04/2007
211007,1.564537,1.85,1.6900001,1.1799999,01/04/2007
210414,1.3794792,1.8199999,1,0.99000001,01/04/2007
210802,6.4458723,7.29,6.3699999,5.5,01/04/2007
210808,7.7400384,8.8199997,7.1700001,6.1300001,01/04/2007
210406,10.548688,11.965,9.9799995,8.9799995,01/04/2007
210703,5.3447032,5.6999998,5.0700002,4.98,01/04/2007
210703,5.3443303,5.6599998,5.0550003,4.9650002,01/05/2007
210414,1.4123809,1.79,1,1,01/05/2007
210406,10.369146,11.8,9.3899994,8.8000002,01/05/2007
210403,4.9988976,5.7800002,4.6500001,4.3800001,01/05/2007
210808,7.5537152,8.6000004,7.2600002,5.9299998,01/05/2007
211014,4.1613946,4.8499999,4.1700001,3.49,01/05/2007
210802,6.4071488,7.23,6.1700001,5.5300002,01/05/2007
211007,1.4051239,1.79,1.23,1.16,01/05/2007
210703,5.3414283,5.7049999,5.0500002,4.96,01/06/2007
211007,1.5117742,1.85,1.505,1.2,01/06/2007
210414,1.3481308,1.79,1,0.99000001,01/06/2007
210808,7.5188417,8.5,7.1599998,5.9200001,01/06/2007
210406,10.688688,11.98,9.9899998,8.9799995,01/06/2007
210403,4.9957914,5.7800002,4.5599999,4.3800001,01/06/2007
211014,4.2122002,4.9000001,4.1949997,3.51,01/06/2007
210802,6.4406328,7.1999998,6.3699999,5.5900002,01/06/2007
210414,1.3607143,1.8199999,1,0.99000001,01/07/2007
210403,5.0423865,5.7800002,4.7800002,4.3800001,01/07/2007
210808,7.5780311,8.6000004,7.1599998,5.8400002,01/07/2007
210703,5.1985712,5.5749998,4.9849997,4.4899998,01/07/2007
210802,6.3604169,7.0700002,6.2950001,5.4749999,01/07/2007
211014,4.2026315,4.9000001,4.1799998,3.51,01/07/2007
211007,1.385,1.6900001,1.23,1.16,01/07/2007
210406,10.679762,11.98,9.9899998,8.9799995,01/07/2007
210802,6.4152699,7.25,6.2399998,5.4899998,01/08/2007
211014,4.1303587,4.8899999,4.1700001,3.4100001,01/08/2007
210808,7.5435686,8.8000002,7.0799999,5.8000002,01/08/2007
210414,1.3576272,1.79,1,0.99000001,01/08/2007
210406,10.61939,11.98,9.8450003,8.9799995,01/08/2007
210403,5.0419927,5.7800002,4.7800002,4.3800001,01/08/2007
210703,5.2333937,5.71,4.9899998,4.4899998,01/08/2007
211007,1.4399153,1.85,1.37,1.01,01/08/2007
211014,4.1658826,4.98,4.1999998,3.4100001,01/09/2007
210802,6.3947935,7.29,6.3649998,5.4000001,01/09/2007
211007,1.37275,1.6900001,1.23,1.025,01/09/2007
210403,4.9412074,5.7199998,4.4899998,4.3499999,01/09/2007
210414,1.3606141,1.79,1,0.99000001,01/09/2007
210808,7.4551182,8.5,7.0799999,5.9299998,01/09/2007
210406,10.651811,11.98,9.9899998,8.9799995,01/09/2007
210703,5.3561502,5.71,5.0500002,4.79,01/09/2007
210403,4.9888167,5.73,4.5599999,4.27,01/10/2007
210808,7.7189326,8.8999996,7.52,6.1599998,01/10/2007
211014,4.1911197,4.98,4.3000002,3.48,01/10/2007
210414,1.3781739,1.8,1,0.99000001,01/10/2007
211007,1.4903362,1.85,1.55,1.16,01/10/2007
210703,5.482543,5.9849997,5.2399998,4.79,01/10/2007
210802,6.4411716,7.29,6.4499998,5.4699998,01/10/2007
210406,10.516627,11.98,9.5900002,8.9399996,01/10/2007
211014,4.1730194,4.98,4.3600001,3.3099999,01/11/2007
211007,1.4637008,1.85,1.39,1.08,01/11/2007
210414,1.4195,1.96,1,0.99000001,01/11/2007
210403,5.0425844,5.7800002,4.5900002,4.3800001,01/11/2007
210406,10.356586,11.8,9.75,8.7799997,01/11/2007
210703,5.5851259,5.9899998,5.2399998,4.79,01/11/2007
210802,6.371017,7.1949997,6.375,5.3649998,01/11/2007
210808,7.7800384,8.8099995,7.52,6.165,01/11/2007
210414,1.4182353,1.9299999,1,0.99000001,01/12/2007
210406,10.60244,11.99,9.9899998,8.8000002,01/12/2007
210403,5.0178676,5.665,4.5599999,4.3800001,01/12/2007
210802,6.3692141,7.1900001,6.3800001,5.4499998,01/12/2007
210703,5.582222,5.9899998,5.2399998,4.79,01/12/2007
211007,1.5158731,1.85,1.64,1.04,01/12/2007
211014,4.2001567,4.9899998,4.3800001,3.4100001,01/12/2007
210808,7.8696108,8.8100004,7.52,6.1700001,01/12/2007
210703,5.6027985,5.9899998,5.29,4.79,01/01/2008
210414,1.4047899,1.8,1,0.99000001,01/01/2008
211014,4.2367859,5,4.3800001,3.45,01/01/2008
210406,10.160603,11.99,9.3999996,8.2700005,01/01/2008
210403,5.0567408,5.7800002,4.6300001,4.3800001,01/01/2008
210808,7.7791405,8.8050003,7.52,6.165,01/01/2008
211007,1.4978571,1.85,1.525,1.01,01/01/2008
210802,6.5167918,7.2150002,6.5650001,5.5,01/01/2008
211014,4.1991568,5,4.29,3.29,01/02/2008
210808,7.8651586,8.8150005,7.52,6.21,01/02/2008
210703,5.599174,6.02,5.25,4.79,01/02/2008
210403,5.2405682,5.7800002,4.835,4.4000001,01/02/2008
211007,1.3846093,1.79,1.23,1.01,01/02/2008
210802,6.4451966,7.1900001,6.3400002,5.4899998,01/02/2008
210406,11.002684,12.1,10.3,8.9799995,01/02/2008
210414,1.395965,1.8,1,0.99000001,01/02/2008
210406,11.347236,12.8,10.49,9.4899998,01/03/2008
210703,5.6507111,6.1199999,5.2600002,4.79,01/03/2008
211007,1.3718045,1.79,1.23,1.01,01/03/2008
211014,4.2156925,5.1000004,4.3800001,3.24,01/03/2008
210808,7.8104262,8.8000002,7.52,6.21,01/03/2008
210802,6.5254703,7.23,6.4250002,5.3600001,01/03/2008
210403,5.2643704,5.98,4.9200001,4.4499998,01/03/2008
210414,1.3974038,1.8,1,0.99000001,01/03/2008
210703,5.8224893,6.1999998,5.3000002,5.1900001,01/04/2008
210808,7.9242859,8.9249992,7.5500002,6.5550003,01/04/2008
210414,1.5317073,2,1.26,1,01/04/2008
210406,11.494979,12.15,10.76,9.9799995,01/04/2008
211014,4.3209767,5.1700001,4.3899999,3.3099999,01/04/2008
211007,1.4661344,1.85,1.48,1.01,01/04/2008
210802,6.6280785,7.29,6.5599999,5.3400002,01/04/2008
210403,5.4049044,5.98,4.9899998,4.5799999,01/04/2008
211007,1.5005932,1.85,1.54,1.04,01/05/2008
210802,6.6881895,7.2750001,6.5650001,5.5,01/05/2008
210406,11.548227,12.88,10.58,9.9799995,01/05/2008
210703,5.9208331,6.4099998,5.4250002,5.1900001,01/05/2008
210808,8.2932673,9.5600004,8.3199997,6.5599999,01/05/2008
210403,5.5132937,5.9849997,5.0900002,4.7750001,01/05/2008
211014,4.4600787,5.3899999,4.3899999,3.6099999,01/05/2008
210414,1.498052,1.99,1,1,01/05/2008
210406,12.410167,13.98,11.49,10.98,01/06/2008
211014,4.4983077,5.4949999,4.3899999,3.73,01/06/2008
210703,5.8977928,6.21,5.54,5.1900001,01/06/2008
211007,1.5892437,1.85,1.6900001,1.3200001,01/06/2008
210414,1.4850562,2,1,1,01/06/2008
210802,6.9216237,7.5999999,6.96,5.5100002,01/06/2008
210808,8.3949413,9.5600004,8.3199997,6.5900002,01/06/2008
210403,5.7616014,6.5900002,5.5,4.8499999,01/06/2008
210414,1.6041111,2.29,1,1,01/07/2008
210802,7.0216665,7.9899998,6.96,5.9899998,01/07/2008
210808,8.6184788,10.36,8.8000002,6.5900002,01/07/2008
210403,5.9356537,6.5900002,5.7800002,4.8400002,01/07/2008
211014,4.6015539,5.5,4.4000001,3.73,01/07/2008
211007,1.6960361,1.9,1.79,1.46,01/07/2008
210703,6.0990667,6.77,5.79,5.3000002,01/07/2008
210406,12.539959,13.99,11.99,11,01/07/2008
210802,6.9637713,7.9650002,6.9299998,5.9049997,01/08/2008
210703,6.1717391,6.79,5.835,5.3899999,01/08/2008
210403,5.8826847,6.5900002,5.8400002,4.8499999,01/08/2008
210808,8.673893,10,8.79,6.79,01/08/2008
210406,12.578857,13.99,11.58,10.69,01/08/2008
211007,1.7419512,1.9,1.79,1.46,01/08/2008
210414,1.7575999,2.3499999,1.65,1,01/08/2008
211014,4.7447367,5.5,4.5999999,4.0100002,01/08/2008
210403,5.9047246,6.5900002,5.7800002,4.8499999,01/09/2008
210802,7.1071672,7.9899998,6.96,5.9699998,01/09/2008
210808,8.7306538,10.36,8.9249992,6.8000002,01/09/2008
211007,1.7285039,1.9,1.79,1.46,01/09/2008
211014,4.7181301,5.54,4.7399998,3.95,01/09/2008
210406,12.774208,14.045,11.99,11.23,01/09/2008
210703,6.2318964,6.79,5.9699998,5.2600002,01/09/2008
210414,1.8436364,2.49,1.98,1,01/09/2008
210802,7.0856171,7.9899998,6.98,5.9699998,01/10/2008
211007,1.7303938,1.9,1.79,1.46,01/10/2008
210406,12.26502,14.33,11.89,9.9899998,01/10/2008
210703,6.2963676,6.79,5.9899998,5.5,01/10/2008
210403,5.9255223,6.5900002,5.7800002,4.8499999,01/10/2008
210808,8.7173538,10.36,8.5500002,6.75,01/10/2008
210414,1.9024743,2.79,1.89,1,01/10/2008
211014,4.7652822,5.71,4.8200002,3.97,01/10/2008
211014,4.8318071,5.73,4.9299998,4.1500001,01/11/2008
210703,6.3107338,6.8000002,5.79,5.4899998,01/11/2008
210414,1.9437736,2.79,1.98,1,01/11/2008
210403,6.0206952,6.5900002,5.7800002,4.9899998,01/11/2008
210808,8.7873182,10.36,8.9899998,6.8000002,01/11/2008
211007,1.8265518,1.99,1.85,1.46,01/11/2008
210406,12.536917,14.27,11.99,10.995,01/11/2008
210802,7.1457758,8.0149994,6.9899998,5.8800001,01/11/2008
210808,8.8050947,10.36,8.9899998,6.8299999,01/12/2008
211014,4.7381744,5.7049999,4.8200002,3.9450002,01/12/2008
210406,12.526749,13.99,11.99,10.99,01/12/2008
210403,6.1036654,6.5900002,5.9499998,4.9899998,01/12/2008
210802,7.0770211,8.0299997,6.9899998,5.71,01/12/2008
211007,1.956602,2.1900001,1.98,1.79,01/12/2008
210414,1.9743119,2.79,1.98,1.09,01/12/2008
210703,6.351593,6.79,5.9049997,5.5300002,01/12/2008
211007,1.9702586,2.1700001,1.98,1.85,01/01/2009
210802,7.0333471,7.9899998,6.9899998,5.71,01/01/2009
210406,12.456546,14,11.89,9.8800001,01/01/2009
210403,6.0890236,6.5900002,5.7800002,4.9899998,01/01/2009
210414,1.9626548,2.79,1.96,1.1799999,01/01/2009
210808,8.8531618,10.36,8.9899998,6.9000001,01/01/2009
211014,4.8511906,5.8000002,4.9700003,4.0650001,01/01/2009
210703,6.3305855,6.9000001,5.895,5.5,01/01/2009
210406,12.647793,14,11.99,10.99,01/02/2009
210703,6.3306046,6.79,5.9899998,5.4899998,01/02/2009
211007,2.0212381,2.1900001,1.98,1.95,01/02/2009
210802,7.2243042,8.0299997,6.9899998,6,01/02/2009
210808,8.893755,10.4,8.8199997,6.8899999,01/02/2009
211014,4.9407597,5.8499999,4.9899998,4.1799998,01/02/2009
210403,6.1791286,6.8400002,5.98,5.1999998,01/02/2009
210414,1.9323585,2.49,1.99,1.09,01/02/2009
211007,2.0325,2.1900001,1.99,1.97,01/03/2009
210406,12.644752,13.9,11.9,10.99,01/03/2009
210808,8.8465528,10.4,8.7749996,6.9499998,01/03/2009
210414,1.9069091,2.49,1.975,1.09,01/03/2009
211014,4.9017005,5.8000002,4.9899998,3.96,01/03/2009
210403,6.1577907,6.5900002,5.98,5.25,01/03/2009
210802,7.1348333,7.9700003,6.9549999,5.9200001,01/03/2009
210703,6.3426199,6.79,5.9899998,5.71,01/03/2009
210414,1.9423364,2.96,1.99,1,01/04/2009
211014,4.8360629,5.77,4.9899998,3.9200001,01/04/2009
210406,12.907317,14.09,12.205,11.48,01/04/2009
210703,6.4515948,6.8699999,5.9899998,5.7800002,01/04/2009
211007,2.0178571,2.1900001,1.99,1.97,01/04/2009
210802,7.1717353,7.9899998,6.9849997,5.8899999,01/04/2009
210808,8.855113,10.36,8.7749996,6.9899998,01/04/2009
210403,6.1976471,6.9899998,5.98,5.27,01/04/2009
210703,6.3042107,6.77,5.9899998,5.1900001,01/05/2009
210802,7.3262553,8.3599997,6.9899998,5.8899999,01/05/2009
211007,2.046875,2.1900001,1.99,1.96,01/05/2009
210406,12.804326,14.29,12.15,11,01/05/2009
210414,1.9275454,2.49,1.99,1,01/05/2009
210403,6.2227955,6.9899998,6,5.3499999,01/05/2009
211014,4.9439845,5.8800001,5.04,4.1549997,01/05/2009
210808,8.9777241,10.4,8.79,6.9899998,01/05/2009
210802,7.1811714,8,6.9499998,5.6900001,01/06/2009
211007,2.0209565,2.1900001,1.99,1.9400001,01/06/2009
210403,6.2604332,6.8400002,6,5.4899998,01/06/2009
211014,4.9748769,5.9400001,5.04,4.1499996,01/06/2009
210703,6.5236797,6.9499998,5.9899998,5.7600002,01/06/2009
210406,12.880081,14.33,12,11,01/06/2009
210808,8.8702612,10.4,8.7650003,6.9899998,01/06/2009
210414,1.9317143,2.49,1.99,1,01/06/2009
210414,1.9431776,2.55,1.99,1,01/07/2009
210808,8.7151909,10.36,8.2799997,6.9499998,01/07/2009
210403,6.2347808,6.98,5.9899998,5.4899998,01/07/2009
211007,2.0015929,2.1900001,1.99,1.9400001,01/07/2009
211014,4.9562902,5.9449997,5.04,4.1900001,01/07/2009
210802,7.1750417,8.0699997,6.9899998,5.6500001,01/07/2009
210406,12.872499,14.595,11.975,10.985,01/07/2009
210703,6.5034528,6.98,5.9899998,5.6999998,01/07/2009
211007,2.0095727,2.1900001,1.99,1.98,01/08/2009
210808,8.8035364,10.36,8.5799999,6.8299999,01/08/2009
210406,12.943454,14.33,11.99,11,01/08/2009
211014,4.9380002,5.9300003,5,4.145,01/08/2009
210703,6.4842544,6.9499998,5.9899998,5.5599999,01/08/2009
210802,7.1910591,8.3150005,6.9499998,5.6500001,01/08/2009
210403,6.2822351,6.9899998,6,5.4899998,01/08/2009
210414,1.9714423,2.96,1.99,1.0450001,01/08/2009
211014,4.9675503,5.9000001,5,4.1900001,01/09/2009
211007,1.9576316,2.3199999,1.99,1.5,01/09/2009
210414,1.9797196,2.96,1.99,1.09,01/09/2009
210406,12.93224,14.5,11.99,11.48,01/09/2009
210802,7.2236285,8.1099997,6.9499998,5.8800001,01/09/2009
210703,6.4450002,6.79,5.9899998,5.5599999,01/09/2009
210403,6.2659764,7.0749998,6,5.4700003,01/09/2009
210808,8.7086096,10.36,8,6.6199999,01/09/2009
210406,12.895163,13.99,12.335,11.43,01/10/2009
210802,7.0906491,8.29,6.96,5.4899998,01/10/2009
210403,6.2653694,6.9899998,5.9899998,5.46,01/10/2009
211007,1.958087,2.3199999,1.99,1.5,01/10/2009
210808,8.788517,10.4,8.3299999,6.9899998,01/10/2009
210703,6.4550853,6.9499998,6.0749998,5.5,01/10/2009
211014,4.8773046,5.9099998,5,4.1199999,01/10/2009
210414,1.8428704,2.3499999,1.99,1,01/10/2009
211007,1.9438679,2.1900001,1.99,1.5,01/11/2009
210406,12.484961,13.99,11.85,10.985,01/11/2009
210403,6.2806177,7.0599999,6,5.48,01/11/2009
211014,4.8718219,5.9200001,5,3.9200001,01/11/2009
210703,6.4198694,6.79,6.0299997,5.5100002,01/11/2009
210802,7.1920085,8.7200003,6.9899998,5.5999999,01/11/2009
210808,8.8340912,10.48,8.2150002,6.9899998,01/11/2009
210414,1.952963,2.96,1.99,1.05,01/11/2009
210406,12.887865,14,11.99,11.48,01/12/2009
210703,6.461184,6.9449997,6.0749998,5.5550003,01/12/2009
210414,1.8203846,2.49,1.75,1.09,01/12/2009
211014,4.926846,5.9250002,5,4.1300001,01/12/2009
211007,2.0167856,2.0149999,1.99,1.95,01/12/2009
210403,6.3083143,7.0599999,5.9899998,5.4899998,01/12/2009
210802,7.2806439,8.8000002,6.9899998,5.6999998,01/12/2009
210808,8.7867422,10.76,8,6.9899998,01/12/2009
210414,1.8729914,2.49,1.75,1,01/01/2010
210802,7.0337129,7.9899998,6.8000002,5.4899998,01/01/2010
210406,13.050597,14,11.99,11.48,01/01/2010
210808,8.7791662,10.48,8,6.9250002,01/01/2010
211014,4.8625002,5.9250002,5,4.1199999,01/01/2010
210703,6.5029612,6.9499998,6.1500001,5.5799999,01/01/2010
211007,2.0100863,2.0549998,1.99,1.9400001,01/01/2010
210403,6.2910156,7.1599998,6,5.3299999,01/01/2010
211007,2.0340366,2.1900001,1.99,1.9400001,01/02/2010
211014,4.813724,5.8499999,4.9899998,4.0599999,01/02/2010
210802,7.0483561,8.7600002,6.9899998,5.4899998,01/02/2010
210406,12.812919,14.33,11.99,11,01/02/2010
210414,1.8340449,2.49,1.75,1,01/02/2010
210808,8.753252,10.44,8,6.8299999,01/02/2010
210403,6.1584101,6.5900002,5.9899998,5.4899998,01/02/2010
210703,6.417366,6.9449997,5.9899998,5.5749998,01/02/2010
210808,8.6619453,10.36,8,6.8299999,01/03/2010
210406,12.856463,13.99,11.99,11.47,01/03/2010
210414,1.8375825,2.49,1.6900001,1,01/03/2010
211007,2.0592036,2.1900001,1.99,1.9400001,01/03/2010
211014,4.7854252,5.7199998,4.9000001,4.1199999,01/03/2010
210802,7.1026754,8.7399998,6.9899998,5.605,01/03/2010
210703,6.3229256,6.8200002,5.9899998,5.5900002,01/03/2010
210403,6.2441797,6.5900002,5.9899998,5.4899998,01/03/2010
210403,6.2485099,6.5900002,6,5.4899998,01/04/2010
210802,6.9403434,8.7200003,6.9899998,5.4899998,01/04/2010
210703,6.4477534,6.9499998,6,5.5900002,01/04/2010
210414,1.8497591,2.49,1.74,1,01/04/2010
211007,2.0489473,2.1900001,1.99,1.95,01/04/2010
211014,4.7706428,5.73,4.8499999,3.99,01/04/2010
210406,12.844786,14.6,12.24,11,01/04/2010
210808,8.6840076,10.36,8,6.8099999,01/04/2010
210414,1.7621111,2.1900001,1.6900001,1,01/05/2010
210802,7.1325316,8.79,6.9899998,5.8800001,01/05/2010
210403,6.2734747,6.5900002,6,5.4899998,01/05/2010
211014,4.7976284,5.73,4.8499999,4.1900001,01/05/2010
210703,6.3603554,6.8200002,6.0500002,5.5,01/05/2010
210406,12.970726,14.045,11.99,11.325,01/05/2010
211007,1.9282457,1.99,1.98,1.9400001,01/05/2010
210808,8.7161541,10.4,7.9899998,6.9250002,01/05/2010
211014,4.8238173,5.8800001,4.8499999,4.0700002,01/06/2010
210808,8.7192163,10.36,7.9949999,6.9699998,01/06/2010
210403,6.3267441,6.6100001,6,5.5,01/06/2010
210406,12.883884,14.33,12,11,01/06/2010
210703,6.4729385,6.855,6.0550003,5.6999998,01/06/2010
210802,7.102282,8.8900003,7.02,5.5100002,01/06/2010
211007,2.030678,2.1900001,2.0450001,1.9400001,01/06/2010
210414,1.7958416,2.49,1.74,1,01/06/2010
210414,1.8295496,2.49,1.99,1,01/07/2010
211014,4.8115654,5.9000001,4.8499999,4.1799998,01/07/2010
210703,6.5375319,6.98,6.0500002,5.8000002,01/07/2010
210808,8.6774139,10.56,7.96,6.8099999,01/07/2010
210403,6.2653461,6.5900002,6,5.4899998,01/07/2010
210802,7.0574684,8.79,6.9899998,5.4899998,01/07/2010
210406,13.00514,14.22,11.99,11.48,01/07/2010
211007,2.4079823,2.99,2.48,1.99,01/07/2010
210406,12.91623,14,11.99,11.48,01/08/2010
210703,6.5144353,6.98,6,5.8000002,01/08/2010
210808,8.7661304,10.5,7.9899998,6.9499998,01/08/2010
210414,1.7734711,2.1900001,1.75,1,01/08/2010
211014,4.825635,5.8499999,4.8299999,4.1800003,01/08/2010
211007,2.3965487,2.6500001,2.49,2,01/08/2010
210802,6.9397478,7.98,6.6700001,5.5100002,01/08/2010
210403,6.2478461,6.5900002,5.98,5.4849997,01/08/2010
210808,8.7078028,10.36,7.9949999,6.9499998,01/09/2010
210406,12.835253,14.22,11.99,11,01/09/2010
210414,1.8345379,2.49,1.99,1,01/09/2010
210802,7.1576567,8.8900003,7.04,5.52,01/09/2010
210403,6.2863116,6.5900002,5.9899998,5.4899998,01/09/2010
211007,2.3942857,2.6500001,2.49,2.2,01/09/2010
210703,6.4358258,6.8899999,5.9949999,5.75,01/09/2010
211014,4.81564,5.8800001,4.8200002,4,01/09/2010
210414,1.8376033,2.49,2,1.27,01/10/2010
210406,12.940769,14.09,11.99,11.43,01/10/2010
210703,6.5714455,6.9899998,6.0700002,5.8800001,01/10/2010
211014,4.8819199,5.98,4.8200002,4.1900001,01/10/2010
210403,6.2548094,6.5999999,6,5.4899998,01/10/2010
211007,2.3628926,2.6500001,2.49,2.0699999,01/10/2010
210802,7.0232749,8.5799999,6.6700001,5.5100002,01/10/2010
210808,8.7132063,10.36,8,6.9000001,01/10/2010
210414,1.8099108,2.49,2,1.125,01/11/2010
211007,2.3637288,2.5899999,2.49,2,01/11/2010
211014,4.8897648,5.98,4.8200002,4.1799998,01/11/2010
210406,12.825259,13.99,11.99,11.48,01/11/2010
210403,6.2355213,6.5900002,5.96,5.4899998,01/11/2010
210802,6.9213133,7.9949999,6.875,5.5,01/11/2010
210703,6.5664015,6.9899998,6.1500001,5.8800001,01/11/2010
210808,8.7209473,10.36,8,6.8900003,01/11/2010
211007,2.4049542,2.5899999,2.49,2.3900001,01/12/2010
211014,4.8985658,5.98,4.8499999,4.1900001,01/12/2010
210802,7.2702632,8.9050007,7.1500001,5.7550001,01/12/2010
210703,6.6183333,7.0500002,6.2449999,5.5,01/12/2010
210808,8.7605944,10.58,8,6.9000001,01/12/2010
210403,6.2597346,6.5999999,5.9949999,5.4949999,01/12/2010
210414,1.8449074,2.49,2,1.3,01/12/2010
210406,13.038939,14,12,11.48,01/12/2010
210406,12.916865,13.995,11.99,11.48,01/01/2011
210808,8.77283,10.36,8,6.9899998,01/01/2011
210403,6.2474713,6.5999999,5.9899998,5.4899998,01/01/2011
211007,2.392909,2.6500001,2.4850001,2.29,01/01/2011
210703,6.4827824,7.0599999,6.1849999,5.4899998,01/01/2011
210802,7.0639582,8.7950001,6.9899998,5.5050001,01/01/2011
211014,4.9151564,5.9899998,4.8450003,4.2550001,01/01/2011
210414,1.7782882,2.49,1.75,1.3,01/01/2011
211007,2.4062245,2.6500001,2.48,2.1500001,01/02/2011
210406,13.124487,14.33,12.99,11.43,01/02/2011
210802,6.9246221,8,6.9899998,5.48,01/02/2011
210703,6.6278892,7.23,6.1799998,5.8899999,01/02/2011
210808,8.8541269,10.915,8,6.9899998,01/02/2011
210403,6.3534265,6.5999999,6.1599998,5.5999999,01/02/2011
211014,4.9856176,5.9899998,4.8499999,4.3400002,01/02/2011
210414,1.9217757,2.49,2,1.3,01/02/2011
210406,13.107918,14.09,12.99,11.48,01/03/2011
210414,1.8770642,2.1900001,1.99,1.29,01/03/2011
210703,6.6216111,6.9899998,6.1500001,5.8800001,01/03/2011
211007,2.4413762,2.6500001,2.49,2.3599999,01/03/2011
210403,6.3678327,6.8099999,6.1799998,5.5900002,01/03/2011
211014,4.8961153,5.98,4.9699998,3.8600001,01/03/2011
210802,7.1561408,8.7200003,7.04,5.8800001,01/03/2011
210808,8.7793169,10.56,8,6.9899998,01/03/2011
210802,7.0737019,8.7200003,6.9899998,5.52,01/04/2011
211007,2.4372115,2.6900001,2.3599999,2.23,01/04/2011
210703,6.6242857,6.9899998,6.1799998,5.9499998,01/04/2011
210414,1.847234,2.29,2,1.1900001,01/04/2011
210406,13.102677,14.4,12.99,11.48,01/04/2011
210403,6.3312793,6.6199999,6.2249999,5.5900002,01/04/2011
211014,5.0127602,6.1599998,5.04,4.3400002,01/04/2011
