v1,v2,v6,v8,v9
Henry County,Georgia,"13,752",With health insurance coverage,
Houston County,Georgia,"32,632",With health insurance coverage,"108,691"
Houston County,Georgia,"62,612",With health insurance coverage,
Houston County,Georgia,"13,447",With health insurance coverage,
Lowndes County,Georgia,"25,154",With health insurance coverage,"85,485"
Lowndes County,Georgia,"50,812",With health insurance coverage,
Lowndes County,Georgia,"9,519",With health insurance coverage,
Muscogee County,Georgia,"44,696",With health insurance coverage,"146,694"
Muscogee County,Georgia,"79,878",With health insurance coverage,
Muscogee County,Georgia,"22,120",With health insurance coverage,
Newton County,Georgia,"27,285",With health insurance coverage,"81,811"
Newton County,Georgia,"45,784",With health insurance coverage,
Newton County,Georgia,"8,742",With health insurance coverage,
Paulding County,Georgia,"35,666",With health insurance coverage,"108,336"
Paulding County,Georgia,"63,985",With health insurance coverage,
Paulding County,Georgia,"8,685",With health insurance coverage,
Richmond County,Georgia,"45,590",With health insurance coverage,"153,116"
Richmond County,Georgia,"86,231",With health insurance coverage,
Richmond County,Georgia,"21,295",With health insurance coverage,
Rockdale County,Georgia,"18,380",With health insurance coverage,"66,078"
Rockdale County,Georgia,"40,056",With health insurance coverage,
Rockdale County,Georgia,"7,642",With health insurance coverage,
Walton County,Georgia,"19,861",With health insurance coverage,"67,811"
Walton County,Georgia,"38,512",With health insurance coverage,
Walton County,Georgia,"9,438",With health insurance coverage,
Whitfield County,Georgia,"23,309",With health insurance coverage,"69,256"
Whitfield County,Georgia,"36,533",With health insurance coverage,
Whitfield County,Georgia,"9,414",With health insurance coverage,
Hawaii County,Hawaii,"35,775",With health insurance coverage,"155,064"
Hawaii County,Hawaii,"95,026",With health insurance coverage,
Hawaii County,Hawaii,"24,263",With health insurance coverage,
Honolulu County,Hawaii,"195,318",With health insurance coverage,"814,178"
Honolulu County,Hawaii,"483,484",With health insurance coverage,
Honolulu County,Hawaii,"135,376",With health insurance coverage,
Maui County,Hawaii,"30,657",With health insurance coverage,"130,862"
Maui County,Hawaii,"83,131",With health insurance coverage,
Maui County,Hawaii,"17,074",With health insurance coverage,
Ada County,Idaho,"87,451",With health insurance coverage,"319,325"
Ada County,Idaho,"195,404",With health insurance coverage,
Ada County,Idaho,"36,470",With health insurance coverage,
Bannock County,Idaho,"22,482",With health insurance coverage,"69,729"
Bannock County,Idaho,"38,940",With health insurance coverage,
Bannock County,Idaho,"8,307",With health insurance coverage,
Bonneville County,Idaho,"27,356",With health insurance coverage,"81,944"
Bonneville County,Idaho,"44,617",With health insurance coverage,
Bonneville County,Idaho,"9,971",With health insurance coverage,
Canyon County,Idaho,"49,194",With health insurance coverage,"144,784"
Canyon County,Idaho,"77,405",With health insurance coverage,
Canyon County,Idaho,"18,185",With health insurance coverage,
Kootenai County,Idaho,"29,465",With health insurance coverage,"114,041"
Kootenai County,Idaho,"65,344",With health insurance coverage,
Kootenai County,Idaho,"19,232",With health insurance coverage,
Twin Falls County,Idaho,"17,628",With health insurance coverage,"60,054"
Twin Falls County,Idaho,"32,337",With health insurance coverage,
Twin Falls County,Idaho,"10,089",With health insurance coverage,
Adams County,Illinois,"14,806",With health insurance coverage,"60,474"
Adams County,Illinois,"35,119",With health insurance coverage,
Adams County,Illinois,"10,549",With health insurance coverage,
Champaign County,Illinois,"37,095",With health insurance coverage,"173,187"
Champaign County,Illinois,"118,147",With health insurance coverage,
Champaign County,Illinois,"17,945",With health insurance coverage,
Cook County,Illinois,"1,221,494",With health insurance coverage,"4,420,776"
Cook County,Illinois,"2,607,935",With health insurance coverage,
Cook County,Illinois,"591,347",With health insurance coverage,
DeKalb County,Illinois,"21,625",With health insurance coverage,"94,566"
DeKalb County,Illinois,"64,470",With health insurance coverage,
DeKalb County,Illinois,"8,471",With health insurance coverage,
DuPage County,Illinois,"223,344",With health insurance coverage,"844,708"
DuPage County,Illinois,"527,361",With health insurance coverage,
DuPage County,Illinois,"94,003",With health insurance coverage,
Kane County,Illinois,"141,195",With health insurance coverage,"434,903"
Kane County,Illinois,"252,250",With health insurance coverage,
Kane County,Illinois,"41,458",With health insurance coverage,
Kankakee County,Illinois,"26,908",With health insurance coverage,"98,880"
Kankakee County,Illinois,"58,063",With health insurance coverage,
Kankakee County,Illinois,"13,909",With health insurance coverage,
Kendall County,Illinois,"28,274",With health insurance coverage,"92,845"
Kendall County,Illinois,"58,709",With health insurance coverage,
Kendall County,Illinois,"5,862",With health insurance coverage,
Lake County,Illinois,"187,231",With health insurance coverage,"620,151"
Lake County,Illinois,"367,247",With health insurance coverage,
Lake County,Illinois,"65,673",With health insurance coverage,
LaSalle County,Illinois,"25,003",With health insurance coverage,"98,730"
LaSalle County,Illinois,"56,840",With health insurance coverage,
LaSalle County,Illinois,"16,887",With health insurance coverage,
McHenry County,Illinois,"81,893",With health insurance coverage,"292,257"
McHenry County,Illinois,"179,976",With health insurance coverage,
McHenry County,Illinois,"30,388",With health insurance coverage,
McLean County,Illinois,"37,130",With health insurance coverage,"152,600"
McLean County,Illinois,"100,843",With health insurance coverage,
McLean County,Illinois,"14,627",With health insurance coverage,
Macon County,Illinois,"21,933",With health insurance coverage,"92,353"
Macon County,Illinois,"54,234",With health insurance coverage,
Macon County,Illinois,"16,186",With health insurance coverage,
Madison County,Illinois,"59,850",With health insurance coverage,"240,986"
Madison County,Illinois,"145,469",With health insurance coverage,
Madison County,Illinois,"35,667",With health insurance coverage,
Peoria County,Illinois,"43,080",With health insurance coverage,"163,831"
Peoria County,Illinois,"96,630",With health insurance coverage,
Peoria County,Illinois,"24,121",With health insurance coverage,
Rock Island County,Illinois,"32,121",With health insurance coverage,"129,866"
Rock Island County,Illinois,"75,325",With health insurance coverage,
Rock Island County,Illinois,"22,420",With health insurance coverage,
St. Clair County,Illinois,"63,528",With health insurance coverage,"226,932"
St. Clair County,Illinois,"131,136",With health insurance coverage,
St. Clair County,Illinois,"32,268",With health insurance coverage,
Sangamon County,Illinois,"43,318",With health insurance coverage,"171,726"
Sangamon County,Illinois,"102,636",With health insurance coverage,
Sangamon County,Illinois,"25,772",With health insurance coverage,
Tazewell County,Illinois,"29,618",With health insurance coverage,"117,326"
Tazewell County,Illinois,"68,761",With health insurance coverage,
Tazewell County,Illinois,"18,947",With health insurance coverage,
Vermilion County,Illinois,"17,759",With health insurance coverage,"68,881"
Vermilion County,Illinois,"37,950",With health insurance coverage,
Vermilion County,Illinois,"13,172",With health insurance coverage,
Will County,Illinois,"185,076",With health insurance coverage,"606,195"
Will County,Illinois,"368,948",With health insurance coverage,
Will County,Illinois,"52,171",With health insurance coverage,
Winnebago County,Illinois,"72,817",With health insurance coverage,"264,309"
Winnebago County,Illinois,"154,681",With health insurance coverage,
Winnebago County,Illinois,"36,811",With health insurance coverage,
Allen County,Indiana,"84,061",With health insurance coverage,"299,311"
Allen County,Indiana,"178,940",With health insurance coverage,
Allen County,Indiana,"36,310",With health insurance coverage,
Bartholomew County,Indiana,"17,812",With health insurance coverage,"65,656"
Bartholomew County,Indiana,"37,031",With health insurance coverage,
Bartholomew County,Indiana,"10,813",With health insurance coverage,
Clark County,Indiana,"22,761",With health insurance coverage,"91,180"
Clark County,Indiana,"55,496",With health insurance coverage,
Clark County,Indiana,"12,923",With health insurance coverage,
Delaware County,Indiana,"20,841",With health insurance coverage,"98,866"
Delaware County,Indiana,"62,168",With health insurance coverage,
Delaware County,Indiana,"15,857",With health insurance coverage,
Elkhart County,Indiana,"45,779",With health insurance coverage,"156,258"
Elkhart County,Indiana,"88,959",With health insurance coverage,
Elkhart County,Indiana,"21,520",With health insurance coverage,
Floyd County,Indiana,"16,624",With health insurance coverage,"63,462"
Floyd County,Indiana,"37,800",With health insurance coverage,
Floyd County,Indiana,"9,038",With health insurance coverage,
Grant County,Indiana,"13,937",With health insurance coverage,"57,664"
Grant County,Indiana,"33,269",With health insurance coverage,
Grant County,Indiana,"10,458",With health insurance coverage,
Hamilton County,Indiana,"77,609",With health insurance coverage,"252,901"
Hamilton County,Indiana,"154,680",With health insurance coverage,
Hamilton County,Indiana,"20,612",With health insurance coverage,
Hancock County,Indiana,"16,474",With health insurance coverage,"61,173"
Hancock County,Indiana,"37,583",With health insurance coverage,
Hancock County,Indiana,"7,116",With health insurance coverage,
Hendricks County,Indiana,"33,492",With health insurance coverage,"122,919"
Hendricks County,Indiana,"75,612",With health insurance coverage,
Hendricks County,Indiana,"13,815",With health insurance coverage,
Howard County,Indiana,"18,118",With health insurance coverage,"71,807"
Howard County,Indiana,"41,797",With health insurance coverage,
Howard County,Indiana,"11,892",With health insurance coverage,
Johnson County,Indiana,"33,392",With health insurance coverage,"121,410"
Johnson County,Indiana,"71,938",With health insurance coverage,
Johnson County,Indiana,"16,080",With health insurance coverage,
Kosciusko County,Indiana,"17,192",With health insurance coverage,"63,866"
Kosciusko County,Indiana,"37,808",With health insurance coverage,
Kosciusko County,Indiana,"8,866",With health insurance coverage,
Lake County,Indiana,"116,748",With health insurance coverage,"420,005"
Lake County,Indiana,"241,531",With health insurance coverage,
Lake County,Indiana,"61,726",With health insurance coverage,
LaPorte County,Indiana,"23,945",With health insurance coverage,"92,035"
LaPorte County,Indiana,"53,496",With health insurance coverage,
LaPorte County,Indiana,"14,594",With health insurance coverage,
Madison County,Indiana,"25,349",With health insurance coverage,"104,774"
Madison County,Indiana,"59,753",With health insurance coverage,
Madison County,Indiana,"19,672",With health insurance coverage,
Marion County,Indiana,"210,264",With health insurance coverage,"733,821"
Marion County,Indiana,"437,597",With health insurance coverage,
Marion County,Indiana,"85,960",With health insurance coverage,
Monroe County,Indiana,"22,112",With health insurance coverage,"114,087"
Monroe County,Indiana,"79,322",With health insurance coverage,
Monroe County,Indiana,"12,653",With health insurance coverage,
Morgan County,Indiana,"16,293",With health insurance coverage,"62,064"
Morgan County,Indiana,"37,772",With health insurance coverage,
Morgan County,Indiana,"7,999",With health insurance coverage,
Porter County,Indiana,"34,859",With health insurance coverage,"141,693"
Porter County,Indiana,"87,854",With health insurance coverage,
Porter County,Indiana,"18,980",With health insurance coverage,
St. Joseph County,Indiana,"61,703",With health insurance coverage,"228,106"
St. Joseph County,Indiana,"133,185",With health insurance coverage,
St. Joseph County,Indiana,"33,218",With health insurance coverage,
Tippecanoe County,Indiana,"33,950",With health insurance coverage,"146,078"
Tippecanoe County,Indiana,"97,210",With health insurance coverage,
Tippecanoe County,Indiana,"14,918",With health insurance coverage,
Vanderburgh County,Indiana,"36,175",With health insurance coverage,"151,075"
Vanderburgh County,Indiana,"90,134",With health insurance coverage,
Vanderburgh County,Indiana,"24,766",With health insurance coverage,
Vigo County,Indiana,"21,751",With health insurance coverage,"87,375"
Vigo County,Indiana,"52,403",With health insurance coverage,
Vigo County,Indiana,"13,221",With health insurance coverage,
Wayne County,Indiana,"12,801",With health insurance coverage,"53,872"
Wayne County,Indiana,"30,388",With health insurance coverage,
Wayne County,Indiana,"10,683",With health insurance coverage,
Black Hawk County,Iowa,"27,467",With health insurance coverage,"116,174"
Black Hawk County,Iowa,"71,414",With health insurance coverage,
Black Hawk County,Iowa,"17,293",With health insurance coverage,
Dubuque County,Iowa,"22,017",With health insurance coverage,"85,936"
Dubuque County,Iowa,"50,891",With health insurance coverage,
Dubuque County,Iowa,"13,028",With health insurance coverage,
Johnson County,Iowa,"25,013",With health insurance coverage,"116,925"
Johnson County,Iowa,"82,214",With health insurance coverage,
Johnson County,Iowa,"9,698",With health insurance coverage,
Linn County,Iowa,"50,035",With health insurance coverage,"189,212"
Linn County,Iowa,"114,843",With health insurance coverage,
Linn County,Iowa,"24,334",With health insurance coverage,
Polk County,Iowa,"107,391",With health insurance coverage,"385,839"
Polk County,Iowa,"232,800",With health insurance coverage,
Polk County,Iowa,"45,648",With health insurance coverage,
Pottawattamie County,Iowa,"20,432",With health insurance coverage,"78,354"
Pottawattamie County,Iowa,"46,099",With health insurance coverage,
Pottawattamie County,Iowa,"11,823",With health insurance coverage,
Scott County,Iowa,"38,544",With health insurance coverage,"144,562"
Scott County,Iowa,"86,459",With health insurance coverage,
Scott County,Iowa,"19,559",With health insurance coverage,
Story County,Iowa,"15,218",With health insurance coverage,"80,074"
Story County,Iowa,"56,338",With health insurance coverage,
Story County,Iowa,"8,518",With health insurance coverage,
Woodbury County,Iowa,"27,149",With health insurance coverage,"89,220"
Woodbury County,Iowa,"49,652",With health insurance coverage,
Woodbury County,Iowa,"12,419",With health insurance coverage,
Douglas County,Kansas,"20,210",With health insurance coverage,"99,752"
Douglas County,Kansas,"69,689",With health insurance coverage,
Douglas County,Kansas,"9,853",With health insurance coverage,
Johnson County,Kansas,"131,205",With health insurance coverage,"488,979"
Johnson County,Kansas,"305,008",With health insurance coverage,
Johnson County,Kansas,"52,766",With health insurance coverage,
Leavenworth County,Kansas,"18,099",With health insurance coverage,"60,331"
Leavenworth County,Kansas,"34,624",With health insurance coverage,
Leavenworth County,Kansas,"7,608",With health insurance coverage,
Riley County,Kansas,"13,255",With health insurance coverage,"58,881"
Riley County,Kansas,"40,259",With health insurance coverage,
Riley County,Kansas,"5,367",With health insurance coverage,
Sedgwick County,Kansas,"124,871",With health insurance coverage,"419,285"
Sedgwick County,Kansas,"240,231",With health insurance coverage,
Sedgwick County,Kansas,"54,183",With health insurance coverage,
Shawnee County,Kansas,"39,732",With health insurance coverage,"153,552"
Shawnee County,Kansas,"90,402",With health insurance coverage,
Shawnee County,Kansas,"23,418",With health insurance coverage,
Wyandotte County,Kansas,"38,403",With health insurance coverage,"119,928"
Wyandotte County,Kansas,"66,036",With health insurance coverage,
Wyandotte County,Kansas,"15,489",With health insurance coverage,
Boone County,Kentucky,"30,510",With health insurance coverage,"106,447"
Boone County,Kentucky,"65,873",With health insurance coverage,
Boone County,Kentucky,"10,064",With health insurance coverage,
Bullitt County,Kentucky,"16,573",With health insurance coverage,"68,223"
Bullitt County,Kentucky,"44,015",With health insurance coverage,
Bullitt County,Kentucky,"7,635",With health insurance coverage,
Campbell County,Kentucky,"19,643",With health insurance coverage,"78,667"
Campbell County,Kentucky,"48,544",With health insurance coverage,
Campbell County,Kentucky,"10,480",With health insurance coverage,
Christian County,Kentucky,"23,687",With health insurance coverage,"60,464"
Christian County,Kentucky,"29,036",With health insurance coverage,
Christian County,Kentucky,"7,741",With health insurance coverage,
Daviess County,Kentucky,"21,636",With health insurance coverage,"81,212"
Daviess County,Kentucky,"46,789",With health insurance coverage,
Daviess County,Kentucky,"12,787",With health insurance coverage,
Fayette County,Kentucky,"57,222",With health insurance coverage,"245,394"
Fayette County,Kentucky,"159,682",With health insurance coverage,
Fayette County,Kentucky,"28,490",With health insurance coverage,
Hardin County,Kentucky,"23,451",With health insurance coverage,"82,046"
Hardin County,Kentucky,"48,126",With health insurance coverage,
Hardin County,Kentucky,"10,469",With health insurance coverage,
Jefferson County,Kentucky,"162,919",With health insurance coverage,"632,286"
Jefferson County,Kentucky,"377,468",With health insurance coverage,
Jefferson County,Kentucky,"91,899",With health insurance coverage,
Kenton County,Kentucky,"37,741",With health insurance coverage,"140,592"
Kenton County,Kentucky,"86,690",With health insurance coverage,
Kenton County,Kentucky,"16,161",With health insurance coverage,
McCracken County,Kentucky,"13,825",With health insurance coverage,"56,638"
McCracken County,Kentucky,"32,709",With health insurance coverage,
McCracken County,Kentucky,"10,104",With health insurance coverage,
Madison County,Kentucky,"17,992",With health insurance coverage,"72,031"
Madison County,Kentucky,"45,428",With health insurance coverage,
Madison County,Kentucky,"8,611",With health insurance coverage,
Pike County,Kentucky,"12,912",With health insurance coverage,"56,303"
Pike County,Kentucky,"34,905",With health insurance coverage,
Pike County,Kentucky,"8,486",With health insurance coverage,
Warren County,Kentucky,"20,865",With health insurance coverage,"87,793"
Warren County,Kentucky,"55,776",With health insurance coverage,
Warren County,Kentucky,"11,152",With health insurance coverage,
Ascension Parish,Louisiana,"26,911",With health insurance coverage,"86,866"
Ascension Parish,Louisiana,"50,949",With health insurance coverage,
Ascension Parish,Louisiana,"9,006",With health insurance coverage,
Bossier Parish,Louisiana,"28,498",With health insurance coverage,"88,946"
Bossier Parish,Louisiana,"47,914",With health insurance coverage,
Bossier Parish,Louisiana,"12,534",With health insurance coverage,
Caddo Parish,Louisiana,"60,163",With health insurance coverage,"203,584"
Caddo Parish,Louisiana,"111,560",With health insurance coverage,
Caddo Parish,Louisiana,"31,861",With health insurance coverage,
Calcasieu Parish,Louisiana,"44,698",With health insurance coverage,"151,062"
Calcasieu Parish,Louisiana,"83,355",With health insurance coverage,
Calcasieu Parish,Louisiana,"23,009",With health insurance coverage,
East Baton Rouge Parish,Louisiana,"101,126",With health insurance coverage,"366,100"
East Baton Rouge Parish,Louisiana,"221,942",With health insurance coverage,
East Baton Rouge Parish,Louisiana,"43,032",With health insurance coverage,
Iberia Parish,Louisiana,"17,878",With health insurance coverage,"58,491"
Iberia Parish,Louisiana,"32,185",With health insurance coverage,
Iberia Parish,Louisiana,"8,428",With health insurance coverage,
Jefferson Parish,Louisiana,"95,910",With health insurance coverage,"361,905"
Jefferson Parish,Louisiana,"207,941",With health insurance coverage,
Jefferson Parish,Louisiana,"58,054",With health insurance coverage,
Lafayette Parish,Louisiana,"49,735",With health insurance coverage,"171,331"
Lafayette Parish,Louisiana,"102,712",With health insurance coverage,
Lafayette Parish,Louisiana,"18,884",With health insurance coverage,
Lafourche Parish,Louisiana,"20,696",With health insurance coverage,"78,409"
Lafourche Parish,Louisiana,"46,982",With health insurance coverage,
Lafourche Parish,Louisiana,"10,731",With health insurance coverage,
Livingston Parish,Louisiana,"31,376",With health insurance coverage,"98,858"
Livingston Parish,Louisiana,"57,328",With health insurance coverage,
Livingston Parish,Louisiana,"10,154",With health insurance coverage,
Orleans Parish,Louisiana,"58,329",With health insurance coverage,"244,888"
Orleans Parish,Louisiana,"149,971",With health insurance coverage,
Orleans Parish,Louisiana,"36,588",With health insurance coverage,
Ouachita Parish,Louisiana,"36,945",With health insurance coverage,"121,182"
Ouachita Parish,Louisiana,"67,913",With health insurance coverage,
Ouachita Parish,Louisiana,"16,324",With health insurance coverage,
Rapides Parish,Louisiana,"33,096",With health insurance coverage,"109,948"
Rapides Parish,Louisiana,"60,201",With health insurance coverage,
Rapides Parish,Louisiana,"16,651",With health insurance coverage,
St. Landry Parish,Louisiana,"22,983",With health insurance coverage,"75,157"
St. Landry Parish,Louisiana,"40,164",With health insurance coverage,
St. Landry Parish,Louisiana,"12,010",With health insurance coverage,
St. Tammany Parish,Louisiana,"55,609",With health insurance coverage,"190,985"
St. Tammany Parish,Louisiana,"110,711",With health insurance coverage,
St. Tammany Parish,Louisiana,"24,665",With health insurance coverage,
Tangipahoa Parish,Louisiana,"29,254",With health insurance coverage,"93,917"
Tangipahoa Parish,Louisiana,"52,780",With health insurance coverage,
Tangipahoa Parish,Louisiana,"11,883",With health insurance coverage,
Terrebonne Parish,Louisiana,"27,515",With health insurance coverage,"91,032"
Terrebonne Parish,Louisiana,"52,787",With health insurance coverage,
Terrebonne Parish,Louisiana,"10,730",With health insurance coverage,
Androscoggin County,Maine,"22,497",With health insurance coverage,"95,073"
Androscoggin County,Maine,"57,458",With health insurance coverage,
Androscoggin County,Maine,"15,118",With health insurance coverage,
Aroostook County,Maine,"13,686",With health insurance coverage,"63,515"
Aroostook County,Maine,"37,552",With health insurance coverage,
Aroostook County,Maine,"12,277",With health insurance coverage,
Cumberland County,Maine,"56,896",With health insurance coverage,"250,236"
Cumberland County,Maine,"156,578",With health insurance coverage,
Cumberland County,Maine,"36,762",With health insurance coverage,
Kennebec County,Maine,"23,636",With health insurance coverage,"110,705"
Kennebec County,Maine,"69,279",With health insurance coverage,
Kennebec County,Maine,"17,790",With health insurance coverage,
Penobscot County,Maine,"28,179",With health insurance coverage,"131,358"
Penobscot County,Maine,"84,002",With health insurance coverage,
Penobscot County,Maine,"19,177",With health insurance coverage,
York County,Maine,"39,963",With health insurance coverage,"179,591"
York County,Maine,"110,674",With health insurance coverage,
York County,Maine,"28,954",With health insurance coverage,
Allegany County,Maryland,"12,334",With health insurance coverage,"60,530"
Allegany County,Maryland,"35,892",With health insurance coverage,
Allegany County,Maryland,"12,304",With health insurance coverage,
Anne Arundel County,Maryland,"118,533",With health insurance coverage,"458,628"
Anne Arundel County,Maryland,"283,282",With health insurance coverage,
Anne Arundel County,Maryland,"56,813",With health insurance coverage,
Baltimore County,Maryland,"165,085",With health insurance coverage,"705,358"
Baltimore County,Maryland,"430,480",With health insurance coverage,
Baltimore County,Maryland,"109,793",With health insurance coverage,
Calvert County,Maryland,"21,648",With health insurance coverage,"81,009"
Calvert County,Maryland,"50,193",With health insurance coverage,
Calvert County,Maryland,"9,168",With health insurance coverage,
Carroll County,Maryland,"39,993",With health insurance coverage,"155,937"
Carroll County,Maryland,"96,408",With health insurance coverage,
Carroll County,Maryland,"19,536",With health insurance coverage,
Cecil County,Maryland,"24,102",With health insurance coverage,"87,775"
Cecil County,Maryland,"53,070",With health insurance coverage,
Cecil County,Maryland,"10,603",With health insurance coverage,
Charles County,Maryland,"36,013",With health insurance coverage,"129,408"
Charles County,Maryland,"81,970",With health insurance coverage,
Charles County,Maryland,"11,425",With health insurance coverage,
Frederick County,Maryland,"55,053",With health insurance coverage,"204,765"
Frederick County,Maryland,"127,359",With health insurance coverage,
Frederick County,Maryland,"22,353",With health insurance coverage,
Harford County,Maryland,"56,630",With health insurance coverage,"219,909"
Harford County,Maryland,"136,048",With health insurance coverage,
Harford County,Maryland,"27,231",With health insurance coverage,
Howard County,Maryland,"67,348",With health insurance coverage,"255,953"
Howard County,Maryland,"164,274",With health insurance coverage,
Howard County,Maryland,"24,331",With health insurance coverage,
Montgomery County,Maryland,"218,660",With health insurance coverage,"833,795"
Montgomery County,Maryland,"503,747",With health insurance coverage,
Montgomery County,Maryland,"111,388",With health insurance coverage,
Prince George's County,Maryland,"185,562",With health insurance coverage,"685,874"
Prince George's County,Maryland,"427,891",With health insurance coverage,
Prince George's County,Maryland,"72,421",With health insurance coverage,
St. Mary's County,Maryland,"25,447",With health insurance coverage,"91,580"
St. Mary's County,Maryland,"56,138",With health insurance coverage,
St. Mary's County,Maryland,"9,995",With health insurance coverage,
Washington County,Maryland,"30,068",With health insurance coverage,"119,585"
Washington County,Maryland,"70,077",With health insurance coverage,
Washington County,Maryland,"19,440",With health insurance coverage,
Wicomico County,Maryland,"21,174",With health insurance coverage,"79,859"
Wicomico County,Maryland,"46,782",With health insurance coverage,
Wicomico County,Maryland,"11,903",With health insurance coverage,
Baltimore city,Maryland,"142,418",With health insurance coverage,"531,782"
Baltimore city,Maryland,"318,445",With health insurance coverage,
Baltimore city,Maryland,"70,919",With health insurance coverage,
Barnstable County,Massachusetts,"37,877",With health insurance coverage,"207,681"
Barnstable County,Massachusetts,"118,409",With health insurance coverage,
Barnstable County,Massachusetts,"51,395",With health insurance coverage,
Berkshire County,Massachusetts,"24,547",With health insurance coverage,"121,409"
Berkshire County,Massachusetts,"74,826",With health insurance coverage,
Berkshire County,Massachusetts,"22,036",With health insurance coverage,
Bristol County,Massachusetts,"119,966",With health insurance coverage,"513,938"
Bristol County,Massachusetts,"325,281",With health insurance coverage,
Bristol County,Massachusetts,"68,691",With health insurance coverage,
Essex County,Massachusetts,"169,565",With health insurance coverage,"697,288"
Essex County,Massachusetts,"434,327",With health insurance coverage,
Essex County,Massachusetts,"93,396",With health insurance coverage,
Franklin County,Massachusetts,"12,999",With health insurance coverage,"66,883"
Franklin County,Massachusetts,"44,186",With health insurance coverage,
Franklin County,Massachusetts,"9,698",With health insurance coverage,
Hampden County,Massachusetts,"106,844",With health insurance coverage,"434,343"
Hampden County,Massachusetts,"268,068",With health insurance coverage,
Hampden County,Massachusetts,"59,431",With health insurance coverage,
Hampshire County,Massachusetts,"24,372",With health insurance coverage,"148,269"
Hampshire County,Massachusetts,"106,162",With health insurance coverage,
Hampshire County,Massachusetts,"17,735",With health insurance coverage,
Middlesex County,Massachusetts,"316,108",With health insurance coverage,"1,415,561"
Middlesex County,Massachusetts,"918,904",With health insurance coverage,
Middlesex County,Massachusetts,"180,549",With health insurance coverage,
Norfolk County,Massachusetts,"145,134",With health insurance coverage,"631,243"
Norfolk County,Massachusetts,"397,948",With health insurance coverage,
Norfolk County,Massachusetts,"88,161",With health insurance coverage,
Plymouth County,Massachusetts,"115,181",With health insurance coverage,"462,038"
Plymouth County,Massachusetts,"290,568",With health insurance coverage,
Plymouth County,Massachusetts,"56,289",With health insurance coverage,
Suffolk County,Massachusetts,"141,656",With health insurance coverage,"679,363"
Suffolk County,Massachusetts,"466,214",With health insurance coverage,
Suffolk County,Massachusetts,"71,493",With health insurance coverage,
Worcester County,Massachusetts,"182,531",With health insurance coverage,"748,167"
Worcester County,Massachusetts,"477,962",With health insurance coverage,
Worcester County,Massachusetts,"87,674",With health insurance coverage,
Allegan County,Michigan,"27,724",With health insurance coverage,"98,196"
Allegan County,Michigan,"57,971",With health insurance coverage,
Allegan County,Michigan,"12,501",With health insurance coverage,
Bay County,Michigan,"23,014",With health insurance coverage,"97,179"
Bay County,Michigan,"57,912",With health insurance coverage,
Bay County,Michigan,"16,253",With health insurance coverage,
Berrien County,Michigan,"35,720",With health insurance coverage,"137,588"
Berrien County,Michigan,"77,880",With health insurance coverage,
Berrien County,Michigan,"23,988",With health insurance coverage,
Calhoun County,Michigan,"31,277",With health insurance coverage,"116,984"
Calhoun County,Michigan,"67,726",With health insurance coverage,
Calhoun County,Michigan,"17,981",With health insurance coverage,
Clinton County,Michigan,"16,874",With health insurance coverage,"64,336"
Clinton County,Michigan,"39,084",With health insurance coverage,
Clinton County,Michigan,"8,378",With health insurance coverage,
Eaton County,Michigan,"22,689",With health insurance coverage,"98,677"
Eaton County,Michigan,"62,494",With health insurance coverage,
Eaton County,Michigan,"13,494",With health insurance coverage,
Genesee County,Michigan,"103,745",With health insurance coverage,"388,101"
Genesee County,Michigan,"230,769",With health insurance coverage,
Genesee County,Michigan,"53,587",With health insurance coverage,
Grand Traverse County,Michigan,"18,866",With health insurance coverage,"75,496"
Grand Traverse County,Michigan,"44,299",With health insurance coverage,
Grand Traverse County,Michigan,"12,331",With health insurance coverage,
Ingham County,Michigan,"58,403",With health insurance coverage,"248,713"
Ingham County,Michigan,"163,036",With health insurance coverage,
Ingham County,Michigan,"27,274",With health insurance coverage,
Isabella County,Michigan,"11,476",With health insurance coverage,"56,943"
Isabella County,Michigan,"39,303",With health insurance coverage,
Isabella County,Michigan,"6,164",With health insurance coverage,
Jackson County,Michigan,"36,843",With health insurance coverage,"138,872"
Jackson County,Michigan,"81,689",With health insurance coverage,
Jackson County,Michigan,"20,340",With health insurance coverage,
Kalamazoo County,Michigan,"53,893",With health insurance coverage,"219,468"
Kalamazoo County,Michigan,"137,338",With health insurance coverage,
Kalamazoo County,Michigan,"28,237",With health insurance coverage,
Kent County,Michigan,"153,858",With health insurance coverage,"534,582"
Kent County,Michigan,"319,542",With health insurance coverage,
Kent County,Michigan,"61,182",With health insurance coverage,
Lapeer County,Michigan,"19,797",With health insurance coverage,"78,149"
Lapeer County,Michigan,"47,917",With health insurance coverage,
Lapeer County,Michigan,"10,435",With health insurance coverage,
Lenawee County,Michigan,"22,003",With health insurance coverage,"87,147"
Lenawee County,Michigan,"52,002",With health insurance coverage,
Lenawee County,Michigan,"13,142",With health insurance coverage,
Livingston County,Michigan,"42,262",With health insurance coverage,"165,269"
Livingston County,Michigan,"104,280",With health insurance coverage,
Livingston County,Michigan,"18,727",With health insurance coverage,
Macomb County,Michigan,"181,650",With health insurance coverage,"736,117"
Macomb County,Michigan,"444,500",With health insurance coverage,
Macomb County,Michigan,"109,967",With health insurance coverage,
Marquette County,Michigan,"11,603",With health insurance coverage,"57,800"
Marquette County,Michigan,"37,106",With health insurance coverage,
